en:Havel-Dalkovy_vyslech:0:shuff:2,cs:Havel-Dalkovy_vyslech:0:shuff:2,say,say,řekl,říci,pf
en:Havel-Dalkovy_vyslech:0:shuff:22,cs:Havel-Dalkovy_vyslech:0:shuff:25,help,help,pomohu,pomoci,pf
en:Havel-Dalkovy_vyslech:0:shuff:22,cs:Havel-Dalkovy_vyslech:0:shuff:25,demonstrating,demonstrate,předvedu,předvést,pf
en:Havel-Dalkovy_vyslech:0:shuff:22,cs:Havel-Dalkovy_vyslech:0:shuff:25,do,do,předvedu,předvést,pf
en:Havel-Dalkovy_vyslech:0:shuff:23,cs:Havel-Dalkovy_vyslech:0:shuff:26,repeat,repeat,Opakuji,opakovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:23,cs:Havel-Dalkovy_vyslech:0:shuff:26,warn,warn,varovat,varovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:31,cs:Havel-Dalkovy_vyslech:0:shuff:30,took,take,nepřijímal,přijímat,impf
en:Havel-Dalkovy_vyslech:0:shuff:31,cs:Havel-Dalkovy_vyslech:0:shuff:30,take,take,nepřijímal,přijímat,impf
en:Havel-Dalkovy_vyslech:0:shuff:34,cs:Havel-Dalkovy_vyslech:0:shuff:32,mean,mean,neznamená,znamenat,impf
en:Havel-Dalkovy_vyslech:0:shuff:36,cs:Havel-Dalkovy_vyslech:0:shuff:34,open,open,otevřít,otevřít,pf
en:Havel-Dalkovy_vyslech:0:shuff:37,cs:Havel-Dalkovy_vyslech:0:shuff:35,see,see,Pozoruji,pozorovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:39,cs:Havel-Dalkovy_vyslech:0:shuff:37,met,meet,Setkal,setkat,pf
en:Havel-Dalkovy_vyslech:0:shuff:41,cs:Havel-Dalkovy_vyslech:0:shuff:39,compare,compare,Srovnáváme,srovnávat,impf
en:Havel-Dalkovy_vyslech:0:shuff:41,cs:Havel-Dalkovy_vyslech:0:shuff:39,behaves,behave,chová,chovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:42,cs:Havel-Dalkovy_vyslech:0:shuff:40,astonished,astonish,překvapen,překvapit,pf
en:Havel-Dalkovy_vyslech:0:shuff:43,cs:Havel-Dalkovy_vyslech:0:shuff:41,taken,take,udělaly,udělat,pf
en:Havel-Dalkovy_vyslech:0:shuff:44,cs:Havel-Dalkovy_vyslech:0:shuff:42,exists,exist,existuje,existovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:45,cs:Havel-Dalkovy_vyslech:0:shuff:43,seen,see,viděl,vidět,impf
en:Havel-Dalkovy_vyslech:0:shuff:45,cs:Havel-Dalkovy_vyslech:0:shuff:43,say,say,říct,říci,pf
en:Havel-Dalkovy_vyslech:0:shuff:49,cs:Havel-Dalkovy_vyslech:0:shuff:47,describe,describe,popsal,popsat,pf
en:Havel-Dalkovy_vyslech:0:shuff:49,cs:Havel-Dalkovy_vyslech:0:shuff:47,organizing,organize,uspořádáni,uspořádat,pf
en:Havel-Dalkovy_vyslech:0:shuff:51,cs:Havel-Dalkovy_vyslech:0:shuff:49,thought,think,nemá,mít,impf
en:Havel-Dalkovy_vyslech:0:shuff:51,cs:Havel-Dalkovy_vyslech:0:shuff:49,painted,paint,namalovat,namalovat,pf
en:Havel-Dalkovy_vyslech:0:shuff:51,cs:Havel-Dalkovy_vyslech:0:shuff:49,thought,think,myslet,myslet,impf
en:Havel-Dalkovy_vyslech:0:shuff:51,cs:Havel-Dalkovy_vyslech:0:shuff:49,expressed,express,vyslovit,vyslovit,pf
en:Havel-Dalkovy_vyslech:0:shuff:52,cs:Havel-Dalkovy_vyslech:0:shuff:50,convinced,convince,přesvědčen,přesvědčit,pf
en:Havel-Dalkovy_vyslech:0:shuff:54,cs:Havel-Dalkovy_vyslech:0:shuff:52,understood,understand,chápal,chápat,impf
en:Havel-Dalkovy_vyslech:0:shuff:54,cs:Havel-Dalkovy_vyslech:0:shuff:52,speak,speak,říkat,říkat,impf
en:Havel-Dalkovy_vyslech:0:shuff:54,cs:Havel-Dalkovy_vyslech:0:shuff:52,warn,warn,varovat,varovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:55,cs:Havel-Dalkovy_vyslech:0:shuff:53,organized,organize,zorganizovali,zorganizovat,pf
en:Havel-Dalkovy_vyslech:0:shuff:56,cs:Havel-Dalkovy_vyslech:0:shuff:54,signed,sign,Podepsalo,podepsat,pf
en:Havel-Dalkovy_vyslech:0:shuff:59,cs:Havel-Dalkovy_vyslech:0:shuff:57,followed,follow,Následovala,následovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:60,cs:Havel-Dalkovy_vyslech:0:shuff:58,sign,sign,podepíše,podepsat,pf
en:Havel-Dalkovy_vyslech:0:shuff:60,cs:Havel-Dalkovy_vyslech:0:shuff:58,held,hold,konat,konat,impf
en:Havel-Dalkovy_vyslech:0:shuff:64,cs:Havel-Dalkovy_vyslech:0:shuff:61,need,need,potřebuje,potřebovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:65,cs:Havel-Dalkovy_vyslech:0:shuff:62,reply,reply,odpověděl,odpovědět,pf
en:Havel-Dalkovy_vyslech:0:shuff:65,cs:Havel-Dalkovy_vyslech:0:shuff:62,asked,ask,zeptal,zeptat,pf
en:Havel-Dalkovy_vyslech:0:shuff:66,cs:Havel-Dalkovy_vyslech:0:shuff:63,remember,remember,vzpomínáte,vzpomínat,impf
en:Havel-Dalkovy_vyslech:0:shuff:66,cs:Havel-Dalkovy_vyslech:0:shuff:63,see,see,vidíte,vidět,impf
en:Havel-Dalkovy_vyslech:0:shuff:67,cs:Havel-Dalkovy_vyslech:0:shuff:64,understand,understand,chápu,chápat,impf
en:Havel-Dalkovy_vyslech:0:shuff:67,cs:Havel-Dalkovy_vyslech:0:shuff:64,see,see,chápu,chápat,impf
en:Havel-Dalkovy_vyslech:0:shuff:67,cs:Havel-Dalkovy_vyslech:0:shuff:64,say,say,říkám,říkat,impf
en:Havel-Dalkovy_vyslech:0:shuff:70,cs:Havel-Dalkovy_vyslech:0:shuff:66,taken,take,udělali,udělat,pf
en:Havel-Dalkovy_vyslech:0:shuff:70,cs:Havel-Dalkovy_vyslech:0:shuff:66,happened,happen,nenastaly,nastat,pf
en:Havel-Dalkovy_vyslech:0:shuff:71,cs:Havel-Dalkovy_vyslech:0:shuff:67,complain,complain,stěžovat,stěžovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:79,cs:Havel-Dalkovy_vyslech:0:shuff:72,demand,demand,žádat,žádat,impf
en:Havel-Dalkovy_vyslech:0:shuff:79,cs:Havel-Dalkovy_vyslech:0:shuff:72,involve,involve,žádat,žádat,impf
en:Havel-Dalkovy_vyslech:0:shuff:79,cs:Havel-Dalkovy_vyslech:0:shuff:72,threatened,threaten,nehrozí,hrozit,impf
en:Havel-Dalkovy_vyslech:0:shuff:86,cs:Havel-Dalkovy_vyslech:0:shuff:78,dealt,deal,jednal,jednat,impf
en:Havel-Dalkovy_vyslech:0:shuff:92,cs:Havel-Dalkovy_vyslech:0:shuff:83,written,write,Napsal,napsat,pf
en:Havel-Dalkovy_vyslech:0:shuff:93,cs:Havel-Dalkovy_vyslech:0:shuff:84,raise,raise,chovám,chovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:94,cs:Havel-Dalkovy_vyslech:0:shuff:85,judged,judge,posoudit,posoudit,pf
en:Havel-Dalkovy_vyslech:0:shuff:96,cs:Havel-Dalkovy_vyslech:0:shuff:87,began,begin,začal,začít,pf
en:Havel-Dalkovy_vyslech:0:shuff:96,cs:Havel-Dalkovy_vyslech:0:shuff:87,explain,explain,vysvětlovat,vysvětlovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:96,cs:Havel-Dalkovy_vyslech:0:shuff:87,began,begin,nepřišli,přijít,pf
en:Havel-Dalkovy_vyslech:0:shuff:96,cs:Havel-Dalkovy_vyslech:0:shuff:87,come,come,nepřišli,přijít,pf
en:Havel-Dalkovy_vyslech:0:shuff:96,cs:Havel-Dalkovy_vyslech:0:shuff:87,renew,renew,obnovili,obnovit,pf
en:Havel-Dalkovy_vyslech:0:shuff:96,cs:Havel-Dalkovy_vyslech:0:shuff:87,fulfill,fulfill,naplnili,naplnit,pf
en:Havel-Dalkovy_vyslech:0:shuff:96,cs:Havel-Dalkovy_vyslech:0:shuff:87,sign,sign,podepsat,podepsat,pf
en:Havel-Dalkovy_vyslech:0:shuff:97,cs:Havel-Dalkovy_vyslech:0:shuff:88,end,end,nekončí,končit,impf
en:Havel-Dalkovy_vyslech:0:shuff:100,cs:Havel-Dalkovy_vyslech:0:shuff:90,respect,respect,ctít,ctít,impf
en:Havel-Dalkovy_vyslech:0:shuff:102,cs:Havel-Dalkovy_vyslech:0:shuff:92,stress,stress,zdůrazňuji,zdůrazňovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:103,cs:Havel-Dalkovy_vyslech:0:shuff:93,think,think,Myslím,myslet,impf
en:Havel-Dalkovy_vyslech:0:shuff:103,cs:Havel-Dalkovy_vyslech:0:shuff:93,think,think,měli,mít,impf
en:Havel-Dalkovy_vyslech:0:shuff:103,cs:Havel-Dalkovy_vyslech:0:shuff:93,think,think,mít,mít,impf
en:Havel-Dalkovy_vyslech:0:shuff:104,cs:Havel-Dalkovy_vyslech:0:shuff:94,use,use,využije,využít,pf
en:Havel-Dalkovy_vyslech:0:shuff:105,cs:Havel-Dalkovy_vyslech:0:shuff:95,think,think,Nezdá,zdát,impf
en:Havel-Dalkovy_vyslech:0:shuff:105,cs:Havel-Dalkovy_vyslech:0:shuff:95,think,think,přemýšlíte,přemýšlet,impf
en:Havel-Dalkovy_vyslech:0:shuff:106,cs:Havel-Dalkovy_vyslech:0:shuff:96,say,say,řekl,říci,pf
en:Havel-Dalkovy_vyslech:0:shuff:106,cs:Havel-Dalkovy_vyslech:0:shuff:96,say,say,říct,říci,pf
en:Havel-Dalkovy_vyslech:0:shuff:106,cs:Havel-Dalkovy_vyslech:0:shuff:96,seems,seem,zdají,zdát,impf
en:Havel-Dalkovy_vyslech:0:shuff:109,cs:Havel-Dalkovy_vyslech:0:shuff:98,arrived,arrive,Dojeli,dojet,pf
en:Havel-Dalkovy_vyslech:0:shuff:109,cs:Havel-Dalkovy_vyslech:0:shuff:98,put,put,dali,dát,pf
en:Havel-Dalkovy_vyslech:0:shuff:110,cs:Havel-Dalkovy_vyslech:0:shuff:99,started,start,začali,začít,pf
en:Havel-Dalkovy_vyslech:0:shuff:111,cs:Havel-Dalkovy_vyslech:0:shuff:100,think,think,Měl,mít,impf
en:Havel-Dalkovy_vyslech:0:shuff:117,cs:Havel-Dalkovy_vyslech:0:shuff:103,refused,refuse,Odmítl,odmítnout,pf
en:Havel-Dalkovy_vyslech:0:shuff:117,cs:Havel-Dalkovy_vyslech:0:shuff:103,prepare,prepare,chystat,chystat,impf
en:Havel-Dalkovy_vyslech:0:shuff:117,cs:Havel-Dalkovy_vyslech:0:shuff:103,banned,ban,zakázala,zakázat,pf
en:Havel-Dalkovy_vyslech:0:shuff:121,cs:Havel-Dalkovy_vyslech:0:shuff:107,behave,behave,chovat,chovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:122,cs:Havel-Dalkovy_vyslech:0:shuff:108,thought,think,přemýšlel,přemýšlet,impf
en:Havel-Dalkovy_vyslech:0:shuff:126,cs:Havel-Dalkovy_vyslech:0:shuff:112,forgotten,forget,zapomněl,zapomenout,pf
en:Havel-Dalkovy_vyslech:0:shuff:130,cs:Havel-Dalkovy_vyslech:0:shuff:115,think,think,myslíte,myslet,impf
en:Havel-Dalkovy_vyslech:0:shuff:130,cs:Havel-Dalkovy_vyslech:0:shuff:115,awaiting,await,čeká,čekat,impf
en:Havel-Dalkovy_vyslech:0:shuff:131,cs:Havel-Dalkovy_vyslech:0:shuff:116,hope,hope,doufáte,doufat,impf
en:Havel-Dalkovy_vyslech:0:shuff:131,cs:Havel-Dalkovy_vyslech:0:shuff:116,expect,expect,doufáte,doufat,impf
en:Havel-Dalkovy_vyslech:0:shuff:131,cs:Havel-Dalkovy_vyslech:0:shuff:116,expect,expect,očekáváte,očekávat,impf
en:Havel-Dalkovy_vyslech:0:shuff:132,cs:Havel-Dalkovy_vyslech:0:shuff:117,continue,continue,pokračovat,pokračovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:136,cs:Havel-Dalkovy_vyslech:0:shuff:120,fallen,fall,padl,padnout,pf
en:Havel-Dalkovy_vyslech:0:shuff:136,cs:Havel-Dalkovy_vyslech:0:shuff:120,think,think,myslet,myslet,impf
en:Havel-Dalkovy_vyslech:0:shuff:140,cs:Havel-Dalkovy_vyslech:0:shuff:124,appear,appear,vznikala,vznikat,impf
en:Havel-Dalkovy_vyslech:0:shuff:143,cs:Havel-Dalkovy_vyslech:0:shuff:127,thinking,think,měli,mít,impf
en:Havel-Dalkovy_vyslech:0:shuff:143,cs:Havel-Dalkovy_vyslech:0:shuff:127,publishing,publish,vydávat,vydávat,impf
en:Havel-Dalkovy_vyslech:0:shuff:143,cs:Havel-Dalkovy_vyslech:0:shuff:127,defend,defend,obhajovat,obhajovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:145,cs:Havel-Dalkovy_vyslech:0:shuff:129,paying,pay,platí,platit,impf
en:Havel-Dalkovy_vyslech:0:shuff:146,cs:Havel-Dalkovy_vyslech:0:shuff:130,explain,explain,vysvětlit,vysvětlit,pf
en:Havel-Dalkovy_vyslech:0:shuff:146,cs:Havel-Dalkovy_vyslech:0:shuff:130,do,do,dělat,dělat,impf
en:Havel-Dalkovy_vyslech:0:shuff:149,cs:Havel-Dalkovy_vyslech:0:shuff:132,taken,take,vzít,vzít,pf
en:Havel-Dalkovy_vyslech:0:shuff:149,cs:Havel-Dalkovy_vyslech:0:shuff:132,left,leave,nechali,nechat,pf
en:Havel-Dalkovy_vyslech:0:shuff:149,cs:Havel-Dalkovy_vyslech:0:shuff:132,keep,keep,nechali,nechat,pf
en:Havel-Dalkovy_vyslech:0:shuff:149,cs:Havel-Dalkovy_vyslech:0:shuff:132,keep,keep,zachováno,zachovat,pf
en:Havel-Dalkovy_vyslech:0:shuff:150,cs:Havel-Dalkovy_vyslech:0:shuff:133,began,begin,Začali,začít,pf
en:Havel-Dalkovy_vyslech:0:shuff:150,cs:Havel-Dalkovy_vyslech:0:shuff:133,gather,gather,sbírat,sbírat,impf
en:Havel-Dalkovy_vyslech:0:shuff:150,cs:Havel-Dalkovy_vyslech:0:shuff:133,get,get,seženeme,sehnat,pf
en:Havel-Dalkovy_vyslech:0:shuff:153,cs:Havel-Dalkovy_vyslech:0:shuff:136,like,like,chce,chtít,impf
en:Havel-Dalkovy_vyslech:0:shuff:153,cs:Havel-Dalkovy_vyslech:0:shuff:136,hear,hear,slyšet,slyšet,impf
en:Havel-Dalkovy_vyslech:0:shuff:153,cs:Havel-Dalkovy_vyslech:0:shuff:136,justify,justify,zdůvodnit,zdůvodnit,pf
en:Havel-Dalkovy_vyslech:0:shuff:154,cs:Havel-Dalkovy_vyslech:0:shuff:137,reply,reply,odpovídá,odpovídat,impf
en:Havel-Dalkovy_vyslech:0:shuff:154,cs:Havel-Dalkovy_vyslech:0:shuff:137,communicate,communicate,nesdělíme,sdělit,pf
en:Havel-Dalkovy_vyslech:0:shuff:156,cs:Havel-Dalkovy_vyslech:0:shuff:139,seems,seem,zdá,zdát,impf
en:Havel-Dalkovy_vyslech:0:shuff:156,cs:Havel-Dalkovy_vyslech:0:shuff:139,suffer,suffer,netrpí,trpět,impf
en:Havel-Dalkovy_vyslech:0:shuff:157,cs:Havel-Dalkovy_vyslech:0:shuff:140,think,think,myslíte,myslet,impf
en:Havel-Dalkovy_vyslech:0:shuff:161,cs:Havel-Dalkovy_vyslech:0:shuff:144,makes,make,dělá,dělat,impf
en:Havel-Dalkovy_vyslech:0:shuff:162,cs:Havel-Dalkovy_vyslech:0:shuff:145,began,begin,začalo,začít,pf
en:Havel-Dalkovy_vyslech:0:shuff:163,cs:Havel-Dalkovy_vyslech:0:shuff:146,founded,found,založeno,založit,pf
en:Havel-Dalkovy_vyslech:0:shuff:164,cs:Havel-Dalkovy_vyslech:0:shuff:147,existed,exist,existuje,existovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:164,cs:Havel-Dalkovy_vyslech:0:shuff:147,enjoying,enjoy,těšila,těšit,impf
en:Havel-Dalkovy_vyslech:0:shuff:165,cs:Havel-Dalkovy_vyslech:0:shuff:148,searching,search,pátrat,pátrat,impf
en:Havel-Dalkovy_vyslech:0:shuff:168,cs:Havel-Dalkovy_vyslech:0:shuff:151,understand,understand,rozumět,rozumět,impf
en:Havel-Dalkovy_vyslech:0:shuff:169,cs:Havel-Dalkovy_vyslech:0:shuff:152,dispelled,dispel,rozptýlily,rozptýlit,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,used,use,užil,užít,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,used,use,užil,užít,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,use,use,užil,užít,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,invented,invent,vymyslel,vymyslet,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,chosen,choose,zvolil,zvolit,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,return,return,zvolil,zvolit,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,felt,feel,cítil,cítit,impf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,compelled,compel,nucen,nutit,impf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,return,return,vrátit,vrátit,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,used,use,užít,užít,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,used,use,užít,užít,pf
en:Havel-Dalkovy_vyslech:0:shuff:171,cs:Havel-Dalkovy_vyslech:0:shuff:154,use,use,užít,užít,pf
en:Havel-Dalkovy_vyslech:0:shuff:173,cs:Havel-Dalkovy_vyslech:0:shuff:156,remained,remain,zůstalo,zůstat,pf
en:Havel-Dalkovy_vyslech:0:shuff:173,cs:Havel-Dalkovy_vyslech:0:shuff:156,marked,mark,poznamenalo,poznamenat,pf
en:Havel-Dalkovy_vyslech:0:shuff:175,cs:Havel-Dalkovy_vyslech:0:shuff:158,give,give,dodává,dodávat,impf
en:Havel-Dalkovy_vyslech:0:shuff:182,cs:Havel-Dalkovy_vyslech:0:shuff:160,stressing,stress,zdůraznil,zdůraznit,pf
en:Havel-Dalkovy_vyslech:0:shuff:182,cs:Havel-Dalkovy_vyslech:0:shuff:160,allow,allow,nenechá,nechat,pf
en:Havel-Dalkovy_vyslech:0:shuff:183,cs:Havel-Dalkovy_vyslech:0:shuff:161,concluded,conclude,Uzavřel,uzavřít,pf
en:Havel-Dalkovy_vyslech:0:shuff:183,cs:Havel-Dalkovy_vyslech:0:shuff:161,learn,learn,učit,učit,impf
en:Havel-Dalkovy_vyslech:0:shuff:187,cs:Havel-Dalkovy_vyslech:0:shuff:164,bombing,bomb,bombardovat,bombardovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:189,cs:Havel-Dalkovy_vyslech:0:shuff:166,considered,consider,považoval,považovat,impf
en:Havel-Dalkovy_vyslech:0:shuff:192,cs:Havel-Dalkovy_vyslech:0:shuff:169,destroyed,destroy,zničena,zničit,pf
en:Havel-Dalkovy_vyslech:0:shuff:193,cs:Havel-Dalkovy_vyslech:0:shuff:170,come,come,přijít,přijít,pf
en:Havel-Dalkovy_vyslech:0:shuff:194,cs:Havel-Dalkovy_vyslech:0:shuff:171,hope,hope,doufám,doufat,impf
en:Havel-Dalkovy_vyslech:0:shuff:196,cs:Havel-Dalkovy_vyslech:0:shuff:174,began,begin,začali,začít,pf
en:Havel-Dalkovy_vyslech:0:shuff:203,cs:Havel-Dalkovy_vyslech:0:shuff:181,imagine,imagine,Představme,představit,pf
en:Havel-Dalkovy_vyslech:0:shuff:203,cs:Havel-Dalkovy_vyslech:0:shuff:181,walking,walk,prochází,procházet,impf
en:Havel-Dalkovy_vyslech:0:shuff:203,cs:Havel-Dalkovy_vyslech:0:shuff:181,leaning,lean,opřen,opřít,pf
en:Havel-Dalkovy_vyslech:0:shuff:204,cs:Havel-Dalkovy_vyslech:0:shuff:182,stop,stop,přerušit,přerušit,pf
en:Havel-Dalkovy_vyslech:0:shuff:210,cs:Havel-Dalkovy_vyslech:0:shuff:188,provoked,provoke,vyvolal,vyvolat,pf
en:Havel-Dalkovy_vyslech:0:shuff:210,cs:Havel-Dalkovy_vyslech:0:shuff:188,invited,invite,vyvolal,vyvolat,pf
en:Havel-Dalkovy_vyslech:0:shuff:210,cs:Havel-Dalkovy_vyslech:0:shuff:188,found,find,octl,octnout,pf
en:Havel-Dalkovy_vyslech:0:shuff:210,cs:Havel-Dalkovy_vyslech:0:shuff:188,invited,invite,pozván,pozvat,pf
en:Havel-Dalkovy_vyslech:0:shuff:213,cs:Havel-Dalkovy_vyslech:0:shuff:190,wish,wish,Chci,chtít,impf
en:Havel-Dalkovy_vyslech:0:shuff:213,cs:Havel-Dalkovy_vyslech:0:shuff:190,try,try,zkusit,zkusit,pf
en:Havel-Dalkovy_vyslech:0:shuff:214,cs:Havel-Dalkovy_vyslech:0:shuff:191,gives,give,dává,dávat,impf
en:Havel-Dalkovy_vyslech:0:shuff:214,cs:Havel-Dalkovy_vyslech:0:shuff:191,try,try,nezkusil,zkusit,pf
en:Havel-Dalkovy_vyslech:0:shuff:216,cs:Havel-Dalkovy_vyslech:0:shuff:193,write,write,píšete,psát,impf
en:Havel-Dalkovy_vyslech:0:shuff:220,cs:Havel-Dalkovy_vyslech:0:shuff:197,invented,invent,Vymýšlel,vymýšlet,impf
en:Havel-Dalkovy_vyslech:0:shuff:220,cs:Havel-Dalkovy_vyslech:0:shuff:197,touch,touch,dotknout,dotknout,pf
en:Havel-Dalkovy_vyslech:0:shuff:221,cs:Havel-Dalkovy_vyslech:0:shuff:198,tried,try,pokouším,pokoušet,impf
en:Havel-Dalkovy_vyslech:0:shuff:222,cs:Havel-Dalkovy_vyslech:0:shuff:199,amused,amuse,baví,bavit,impf
en:Havel-Dalkovy_vyslech:0:shuff:222,cs:Havel-Dalkovy_vyslech:0:shuff:199,left,leave,přenechal,přenechat,pf
en:Havel-Dalkovy_vyslech:0:shuff:223,cs:Havel-Dalkovy_vyslech:0:shuff:200,want,want,nechtěl,chtít,impf
en:Havel-Dalkovy_vyslech:0:shuff:225,cs:Havel-Dalkovy_vyslech:0:shuff:202,brought,bring,přivedl,přivést,pf
en:Havel-Dalkovy_vyslech:0:shuff:225,cs:Havel-Dalkovy_vyslech:0:shuff:202,tried,try,snažil,snažit,impf
en:Havel-Dalkovy_vyslech:0:shuff:228,cs:Havel-Dalkovy_vyslech:0:shuff:205,does,do,jde,jít,impf
en:Havel-Dalkovy_vyslech:0:shuff:240,cs:Havel-Dalkovy_vyslech:0:shuff:218,ends,end,končí,končit,impf
en:Havel-Dalkovy_vyslech:0:shuff:240,cs:Havel-Dalkovy_vyslech:0:shuff:218,going,go,jde,jít,impf
en:Havel-Dalkovy_vyslech:0:shuff:246,cs:Havel-Dalkovy_vyslech:0:shuff:224,answer,answer,odpovědět,odpovědět,pf
en:Havel-Dalkovy_vyslech:0:shuff:250,cs:Havel-Dalkovy_vyslech:0:shuff:228,understand,understand,pochopena,pochopit,pf
en:Havel-Dalkovy_vyslech:0:shuff:250,cs:Havel-Dalkovy_vyslech:0:shuff:228,understood,understand,pochopena,pochopit,pf
en:Havel-Dalkovy_vyslech:0:shuff:250,cs:Havel-Dalkovy_vyslech:0:shuff:228,understand,understand,rozuměl,rozumět,impf
en:Havel-Dalkovy_vyslech:0:shuff:250,cs:Havel-Dalkovy_vyslech:0:shuff:228,understood,understand,rozuměl,rozumět,impf
en:Havel-Dalkovy_vyslech:0:shuff:250,cs:Havel-Dalkovy_vyslech:0:shuff:228,do,do,udělat,udělat,pf
en:Havel-Dalkovy_vyslech:0:shuff:250,cs:Havel-Dalkovy_vyslech:0:shuff:228,carried,carry,měl,mít,impf
en:Havel-Dalkovy_vyslech:0:shuff:253,cs:Havel-Dalkovy_vyslech:0:shuff:231,wrote,write,napsáno,napsat,pf
