en:Foucault-Slova_a_veci:0:shuff:3,cs:Foucault-Slova_a_veci:0:shuff:6,make,make,vydělávají,vydělávat,impf
en:Foucault-Slova_a_veci:0:shuff:31,cs:Foucault-Slova_a_veci:0:shuff:39,telling,tell,říkala,říkat,impf
en:Foucault-Slova_a_veci:0:shuff:34,cs:Foucault-Slova_a_veci:0:shuff:42,made,make,vytváří,vytvářet,impf
en:Foucault-Slova_a_veci:0:shuff:35,cs:Foucault-Slova_a_veci:0:shuff:43,governed,govern,neřídí,řídit,impf
en:Foucault-Slova_a_veci:0:shuff:38,cs:Foucault-Slova_a_veci:0:shuff:47,keeps,keep,udržovala,udržovat,impf
en:Foucault-Slova_a_veci:0:shuff:39,cs:Foucault-Slova_a_veci:0:shuff:48,breathes,breathe,dýchá,dýchat,impf
en:Foucault-Slova_a_veci:0:shuff:39,cs:Foucault-Slova_a_veci:0:shuff:48,drinks,drink,pije,pít,impf
en:Foucault-Slova_a_veci:0:shuff:42,cs:Foucault-Slova_a_veci:0:shuff:52,think,think,myslíte,myslet,impf
en:Foucault-Slova_a_veci:0:shuff:42,cs:Foucault-Slova_a_veci:0:shuff:52,think,think,myslíte,myslet,impf
en:Foucault-Slova_a_veci:0:shuff:46,cs:Foucault-Slova_a_veci:0:shuff:56,think,think,Myslet,myslet,impf
en:Foucault-Slova_a_veci:0:shuff:46,cs:Foucault-Slova_a_veci:0:shuff:56,see,see,vidíte,vidět,impf
en:Foucault-Slova_a_veci:0:shuff:46,cs:Foucault-Slova_a_veci:0:shuff:56,feel,feel,pociťovat,pociťovat,impf
en:Foucault-Slova_a_veci:0:shuff:46,cs:Foucault-Slova_a_veci:0:shuff:56,feel,feel,pociťovat,pociťovat,impf
en:Foucault-Slova_a_veci:0:shuff:46,cs:Foucault-Slova_a_veci:0:shuff:56,feel,feel,pociťovat,pociťovat,impf
en:Foucault-Slova_a_veci:0:shuff:46,cs:Foucault-Slova_a_veci:0:shuff:56,feel,feel,pociťovat,pociťovat,impf
en:Foucault-Slova_a_veci:0:shuff:47,cs:Foucault-Slova_a_veci:0:shuff:57,ensure,ensure,zajišťují,zajišťovat,impf
en:Foucault-Slova_a_veci:0:shuff:47,cs:Foucault-Slova_a_veci:0:shuff:57,remains,remain,zůstává,zůstávat,impf
en:Foucault-Slova_a_veci:0:shuff:48,cs:Foucault-Slova_a_veci:0:shuff:58,causes,cause,vyvolávají,vyvolávat,impf
en:Foucault-Slova_a_veci:0:shuff:48,cs:Foucault-Slova_a_veci:0:shuff:58,limits,limit,omezují,omezovat,impf
en:Foucault-Slova_a_veci:0:shuff:49,cs:Foucault-Slova_a_veci:0:shuff:59,ensure,ensure,zajišťují,zajišťovat,impf
en:Foucault-Slova_a_veci:0:shuff:49,cs:Foucault-Slova_a_veci:0:shuff:59,remain,remain,zůstávají,zůstávat,impf
en:Foucault-Slova_a_veci:0:shuff:53,cs:Foucault-Slova_a_veci:0:shuff:63,employing,employ,používáme,používat,impf
en:Foucault-Slova_a_veci:0:shuff:53,cs:Foucault-Slova_a_veci:0:shuff:63,used,use,používáme,používat,impf
en:Foucault-Slova_a_veci:0:shuff:55,cs:Foucault-Slova_a_veci:0:shuff:65,changes,change,mění,měnit,impf
en:Foucault-Slova_a_veci:0:shuff:61,cs:Foucault-Slova_a_veci:0:shuff:74,fix,fix,stanovit,stanovit,pf
en:Foucault-Slova_a_veci:0:shuff:61,cs:Foucault-Slova_a_veci:0:shuff:74,withdraw,withdraw,stáhnout,stáhnout,pf
en:Foucault-Slova_a_veci:0:shuff:67,cs:Foucault-Slova_a_veci:0:shuff:81,realized,realize,uskutečnit,uskutečnit,pf
en:Foucault-Slova_a_veci:0:shuff:67,cs:Foucault-Slova_a_veci:0:shuff:81,accomplishing,accomplish,uskutečnit,uskutečnit,pf
en:Foucault-Slova_a_veci:0:shuff:68,cs:Foucault-Slova_a_veci:0:shuff:82,resemble,resemble,podobá,podobat,impf
en:Foucault-Slova_a_veci:0:shuff:71,cs:Foucault-Slova_a_veci:0:shuff:85,speak,speak,mluví,mluvit,impf
en:Foucault-Slova_a_veci:0:shuff:73,cs:Foucault-Slova_a_veci:0:shuff:87,made,make,vyvolala,vyvolat,pf
en:Foucault-Slova_a_veci:0:shuff:73,cs:Foucault-Slova_a_veci:0:shuff:87,brought,bring,vyvolala,vyvolat,pf
en:Foucault-Slova_a_veci:0:shuff:74,cs:Foucault-Slova_a_veci:0:shuff:88,brings,bring,přivádí,přivádět,impf
en:Foucault-Slova_a_veci:0:shuff:75,cs:Foucault-Slova_a_veci:0:shuff:89,thought,think,měly,mít,impf
en:Foucault-Slova_a_veci:0:shuff:75,cs:Foucault-Slova_a_veci:0:shuff:89,forming,form,tvořit,tvořit,impf
en:Foucault-Slova_a_veci:0:shuff:77,cs:Foucault-Slova_a_veci:0:shuff:91,turned,turn,obracejí,obracet,impf
en:Foucault-Slova_a_veci:0:shuff:77,cs:Foucault-Slova_a_veci:0:shuff:91,represented,represent,zobrazováni,zobrazovat,impf
en:Foucault-Slova_a_veci:0:shuff:79,cs:Foucault-Slova_a_veci:0:shuff:94,regulate,regulate,přizpůsobit,přizpůsobit,pf
en:Foucault-Slova_a_veci:0:shuff:80,cs:Foucault-Slova_a_veci:0:shuff:95,say,say,řekněme,říci,pf
en:Foucault-Slova_a_veci:0:shuff:80,cs:Foucault-Slova_a_veci:0:shuff:95,crossed,cross,překročen,překročit,pf
en:Foucault-Slova_a_veci:0:shuff:80,cs:Foucault-Slova_a_veci:0:shuff:95,ceased,cease,přestala,přestat,pf
en:Foucault-Slova_a_veci:0:shuff:80,cs:Foucault-Slova_a_veci:0:shuff:95,crossed,cross,protínat,protínat,impf
en:Foucault-Slova_a_veci:0:shuff:80,cs:Foucault-Slova_a_veci:0:shuff:95,intersect,intersect,protínat,protínat,impf
en:Foucault-Slova_a_veci:0:shuff:82,cs:Foucault-Slova_a_veci:0:shuff:98,entrusted,entrust,svěřuje,svěřovat,impf
en:Foucault-Slova_a_veci:0:shuff:82,cs:Foucault-Slova_a_veci:0:shuff:98,pose,pose,kladla,klást,impf
en:Foucault-Slova_a_veci:0:shuff:82,cs:Foucault-Slova_a_veci:0:shuff:98,posing,pose,kladla,klást,impf
en:Foucault-Slova_a_veci:0:shuff:84,cs:Foucault-Slova_a_veci:0:shuff:100,supporting,support,podporují,podporovat,impf
en:Foucault-Slova_a_veci:0:shuff:85,cs:Foucault-Slova_a_veci:0:shuff:101,represent,represent,reprezentovat,reprezentovat,impf
en:Foucault-Slova_a_veci:0:shuff:85,cs:Foucault-Slova_a_veci:0:shuff:101,represent,represent,znamená,znamenat,impf
en:Foucault-Slova_a_veci:0:shuff:85,cs:Foucault-Slova_a_veci:0:shuff:101,name,name,nazývá,nazývat,impf
en:Foucault-Slova_a_veci:0:shuff:85,cs:Foucault-Slova_a_veci:0:shuff:101,calls,call,nazývá,nazývat,impf
en:Foucault-Slova_a_veci:0:shuff:85,cs:Foucault-Slova_a_veci:0:shuff:101,naming,name,nazývá,nazývat,impf
en:Foucault-Slova_a_veci:0:shuff:86,cs:Foucault-Slova_a_veci:0:shuff:102,speak,speak,mluvit,mluvit,impf
en:Foucault-Slova_a_veci:0:shuff:88,cs:Foucault-Slova_a_veci:0:shuff:105,offering,offer,nabízí,nabízet,impf
en:Foucault-Slova_a_veci:0:shuff:88,cs:Foucault-Slova_a_veci:0:shuff:105,marks,mark,označuje,označovat,impf
en:Foucault-Slova_a_veci:0:shuff:88,cs:Foucault-Slova_a_veci:0:shuff:105,begin,begin,začít,začít,pf
en:Foucault-Slova_a_veci:0:shuff:88,cs:Foucault-Slova_a_veci:0:shuff:105,thinking,think,myslet,myslet,impf
en:Foucault-Slova_a_veci:0:shuff:90,cs:Foucault-Slova_a_veci:0:shuff:107,think,think,myslet,myslet,impf
en:Foucault-Slova_a_veci:0:shuff:91,cs:Foucault-Slova_a_veci:0:shuff:108,represents,represent,představuje,představovat,impf
en:Foucault-Slova_a_veci:0:shuff:94,cs:Foucault-Slova_a_veci:0:shuff:113,transformed,transform,proměnit,proměnit,pf
en:Foucault-Slova_a_veci:0:shuff:95,cs:Foucault-Slova_a_veci:0:shuff:114,express,express,vyjádřit,vyjádřit,pf
en:Foucault-Slova_a_veci:0:shuff:96,cs:Foucault-Slova_a_veci:0:shuff:115,made,make,vytvořen,vytvořit,pf
en:Foucault-Slova_a_veci:0:shuff:96,cs:Foucault-Slova_a_veci:0:shuff:115,given,give,dáno,dát,pf
en:Foucault-Slova_a_veci:0:shuff:97,cs:Foucault-Slova_a_veci:0:shuff:116,founded,found,zakládá,zakládat,impf
en:Foucault-Slova_a_veci:0:shuff:98,cs:Foucault-Slova_a_veci:0:shuff:117,impose,impose,vnutí,vnutit,pf
en:Foucault-Slova_a_veci:0:shuff:99,cs:Foucault-Slova_a_veci:0:shuff:118,gives,give,poskytne,poskytnout,pf
en:Foucault-Slova_a_veci:0:shuff:99,cs:Foucault-Slova_a_veci:0:shuff:118,opened,open,otevřel,otevřít,pf
en:Foucault-Slova_a_veci:0:shuff:101,cs:Foucault-Slova_a_veci:0:shuff:119,recognize,recognize,uznat,uznat,pf
en:Foucault-Slova_a_veci:0:shuff:101,cs:Foucault-Slova_a_veci:0:shuff:119,determines,determine,určuje,určovat,impf
en:Foucault-Slova_a_veci:0:shuff:101,cs:Foucault-Slova_a_veci:0:shuff:119,regulates,regulate,řídí,řídit,impf
en:Foucault-Slova_a_veci:0:shuff:101,cs:Foucault-Slova_a_veci:0:shuff:119,given,give,dány,dát,pf
en:Foucault-Slova_a_veci:0:shuff:109,cs:Foucault-Slova_a_veci:0:shuff:130,reflects,reflect,zrcadlí,zrcadlit,impf
en:Foucault-Slova_a_veci:0:shuff:109,cs:Foucault-Slova_a_veci:0:shuff:130,reflects,reflect,zrcadlí,zrcadlit,impf
en:Foucault-Slova_a_veci:0:shuff:110,cs:Foucault-Slova_a_veci:0:shuff:131,denotes,denote,znamená,znamenat,impf
en:Foucault-Slova_a_veci:0:shuff:112,cs:Foucault-Slova_a_veci:0:shuff:133,indicate,indicate,ukazují,ukazovat,impf
en:Foucault-Slova_a_veci:0:shuff:115,cs:Foucault-Slova_a_veci:0:shuff:137,see,see,uvidíme,uvidět,pf
en:Foucault-Slova_a_veci:0:shuff:115,cs:Foucault-Slova_a_veci:0:shuff:137,conceives,conceive,myslel,myslet,impf
en:Foucault-Slova_a_veci:0:shuff:116,cs:Foucault-Slova_a_veci:0:shuff:138,requires,require,vyžaduje,vyžadovat,impf
en:Foucault-Slova_a_veci:0:shuff:117,cs:Foucault-Slova_a_veci:0:shuff:139,designate,designate,označuje,označovat,impf
en:Foucault-Slova_a_veci:0:shuff:117,cs:Foucault-Slova_a_veci:0:shuff:139,designate,designate,označuje,označovat,impf
en:Foucault-Slova_a_veci:0:shuff:122,cs:Foucault-Slova_a_veci:0:shuff:144,knit,knit,spojuje,spojovat,impf
en:Foucault-Slova_a_veci:0:shuff:122,cs:Foucault-Slova_a_veci:0:shuff:144,links,link,spojuje,spojovat,impf
en:Foucault-Slova_a_veci:0:shuff:123,cs:Foucault-Slova_a_veci:0:shuff:145,constituted,constitute,ustavil,ustavit,pf
en:Foucault-Slova_a_veci:0:shuff:123,cs:Foucault-Slova_a_veci:0:shuff:145,appeared,appear,objevil,objevit,pf
en:Foucault-Slova_a_veci:0:shuff:124,cs:Foucault-Slova_a_veci:0:shuff:146,think,think,Myslím,myslet,impf
en:Foucault-Slova_a_veci:0:shuff:124,cs:Foucault-Slova_a_veci:0:shuff:146,consisted,consist,spočívalo,spočívat,impf
en:Foucault-Slova_a_veci:0:shuff:124,cs:Foucault-Slova_a_veci:0:shuff:146,represents,represent,reprezentujeme,reprezentovat,impf
en:Foucault-Slova_a_veci:0:shuff:125,cs:Foucault-Slova_a_veci:0:shuff:147,objected,object,namítat,namítat,impf
en:Foucault-Slova_a_veci:0:shuff:125,cs:Foucault-Slova_a_veci:0:shuff:147,analysed,analyse,analyzováno,analyzovat,impf
en:Foucault-Slova_a_veci:0:shuff:125,cs:Foucault-Slova_a_veci:0:shuff:147,interrogated,interrogate,netázal,tázat,impf
en:Foucault-Slova_a_veci:0:shuff:127,cs:Foucault-Slova_a_veci:0:shuff:150,dealing,deal,nepojednává,pojednávat,impf
en:Foucault-Slova_a_veci:0:shuff:128,cs:Foucault-Slova_a_veci:0:shuff:151,determined,determine,určena,určit,pf
en:Foucault-Slova_a_veci:0:shuff:131,cs:Foucault-Slova_a_veci:0:shuff:153,forms,form,tvoří,tvořit,impf
en:Foucault-Slova_a_veci:0:shuff:133,cs:Foucault-Slova_a_veci:0:shuff:155,apprehending,apprehend,pochopit,pochopit,pf
en:Foucault-Slova_a_veci:0:shuff:133,cs:Foucault-Slova_a_veci:0:shuff:155,follows,follow,pochopit,pochopit,pf
en:Foucault-Slova_a_veci:0:shuff:133,cs:Foucault-Slova_a_veci:0:shuff:155,follows,follow,následuje,následovat,impf
en:Foucault-Slova_a_veci:0:shuff:134,cs:Foucault-Slova_a_veci:0:shuff:156,discriminate,discriminate,rozlišovat,rozlišovat,impf
en:Foucault-Slova_a_veci:0:shuff:135,cs:Foucault-Slova_a_veci:0:shuff:157,reaching,reach,dojít,dojít,pf
en:Foucault-Slova_a_veci:0:shuff:137,cs:Foucault-Slova_a_veci:0:shuff:160,ask,ask,neptá,ptát,impf
en:Foucault-Slova_a_veci:0:shuff:137,cs:Foucault-Slova_a_veci:0:shuff:160,considered,consider,považovány,považovat,impf
en:Foucault-Slova_a_veci:0:shuff:138,cs:Foucault-Slova_a_veci:0:shuff:161,applied,apply,použity,použít,pf
en:Foucault-Slova_a_veci:0:shuff:140,cs:Foucault-Slova_a_veci:0:shuff:164,employs,employ,užívá,užívat,impf
en:Foucault-Slova_a_veci:0:shuff:140,cs:Foucault-Slova_a_veci:0:shuff:164,employs,employ,používá,používat,impf
en:Foucault-Slova_a_veci:0:shuff:141,cs:Foucault-Slova_a_veci:0:shuff:165,abandoning,abandon,opustily,opustit,pf
en:Foucault-Slova_a_veci:0:shuff:142,cs:Foucault-Slova_a_veci:0:shuff:166,exists,exist,existovat,existovat,impf
en:Foucault-Slova_a_veci:0:shuff:143,cs:Foucault-Slova_a_veci:0:shuff:167,sought,seek,hledalo,hledat,impf
en:Foucault-Slova_a_veci:0:shuff:143,cs:Foucault-Slova_a_veci:0:shuff:167,write,write,psát,psát,impf
en:Foucault-Slova_a_veci:0:shuff:143,cs:Foucault-Slova_a_veci:0:shuff:167,go,go,postupovat,postupovat,impf
en:Foucault-Slova_a_veci:0:shuff:145,cs:Foucault-Slova_a_veci:0:shuff:171,formed,form,tvořily,tvořit,impf
en:Foucault-Slova_a_veci:0:shuff:147,cs:Foucault-Slova_a_veci:0:shuff:174,disappear,disappear,zmizelo,zmizet,pf
en:Foucault-Slova_a_veci:0:shuff:147,cs:Foucault-Slova_a_veci:0:shuff:174,appeared,appear,objevilo,objevit,pf
en:Foucault-Slova_a_veci:0:shuff:147,cs:Foucault-Slova_a_veci:0:shuff:174,wager,wager,vsadit,vsadit,pf
en:Foucault-Slova_a_veci:0:shuff:147,cs:Foucault-Slova_a_veci:0:shuff:174,disappear,disappear,zmizel,zmizet,pf
en:Foucault-Slova_a_veci:0:shuff:151,cs:Foucault-Slova_a_veci:0:shuff:178,cover,cover,uhradit,uhradit,pf
en:Foucault-Slova_a_veci:0:shuff:151,cs:Foucault-Slova_a_veci:0:shuff:178,necessitated,necessitate,vyžaduje,vyžadovat,impf
en:Foucault-Slova_a_veci:0:shuff:152,cs:Foucault-Slova_a_veci:0:shuff:179,show,show,ukázat,ukázat,pf
en:Foucault-Slova_a_veci:0:shuff:152,cs:Foucault-Slova_a_veci:0:shuff:179,existed,exist,existovala,existovat,impf
en:Foucault-Slova_a_veci:0:shuff:153,cs:Foucault-Slova_a_veci:0:shuff:180,abandoning,abandon,opouštějí,opouštět,impf
en:Foucault-Slova_a_veci:0:shuff:153,cs:Foucault-Slova_a_veci:0:shuff:180,enters,enter,vstupuje,vstupovat,impf
en:Foucault-Slova_a_veci:0:shuff:154,cs:Foucault-Slova_a_veci:0:shuff:181,acquire,acquire,dosáhnout,dosáhnout,pf
en:Foucault-Slova_a_veci:0:shuff:156,cs:Foucault-Slova_a_veci:0:shuff:183,understand,understand,pochopíme,pochopit,pf
en:Foucault-Slova_a_veci:0:shuff:156,cs:Foucault-Slova_a_veci:0:shuff:183,established,establish,zavedena,zavést,pf
en:Foucault-Slova_a_veci:0:shuff:156,cs:Foucault-Slova_a_veci:0:shuff:183,tried,try,pokusila,pokusit,pf
en:Foucault-Slova_a_veci:0:shuff:156,cs:Foucault-Slova_a_veci:0:shuff:183,attempted,attempt,pokusila,pokusit,pf
en:Foucault-Slova_a_veci:0:shuff:157,cs:Foucault-Slova_a_veci:0:shuff:184,think,think,myslet,myslet,impf
en:Foucault-Slova_a_veci:0:shuff:158,cs:Foucault-Slova_a_veci:0:shuff:185,chosen,choose,vybere,vybrat,pf
en:Foucault-Slova_a_veci:0:shuff:158,cs:Foucault-Slova_a_veci:0:shuff:185,chosen,choose,chceme,chtít,impf
en:Foucault-Slova_a_veci:0:shuff:159,cs:Foucault-Slova_a_veci:0:shuff:186,chose,choose,vybral,vybrat,pf
en:Foucault-Slova_a_veci:0:shuff:160,cs:Foucault-Slova_a_veci:0:shuff:187,permitted,permit,umožňovalo,umožňovat,impf
en:Foucault-Slova_a_veci:0:shuff:162,cs:Foucault-Slova_a_veci:0:shuff:190,lies,lie,leží,ležet,impf
en:Foucault-Slova_a_veci:0:shuff:164,cs:Foucault-Slova_a_veci:0:shuff:192,overthrown,overthrow,převrací,převracet,impf
en:Foucault-Slova_a_veci:0:shuff:166,cs:Foucault-Slova_a_veci:0:shuff:194,finding,find,najít,najít,pf
en:Foucault-Slova_a_veci:0:shuff:168,cs:Foucault-Slova_a_veci:0:shuff:196,judged,judge,Posuďme,posoudit,pf
en:Foucault-Slova_a_veci:0:shuff:168,cs:Foucault-Slova_a_veci:0:shuff:196,found,find,najít,najít,pf
en:Foucault-Slova_a_veci:0:shuff:169,cs:Foucault-Slova_a_veci:0:shuff:197,dominated,dominate,vládl,vládnout,impf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,recognized,recognize,uznána,uznat,pf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,designated,designate,označena,označit,pf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,designates,designate,označena,označit,pf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,express,express,vysloví,vyslovit,pf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,designated,designate,označuje,označovat,impf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,designates,designate,označuje,označovat,impf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,linking,link,spojuje,spojovat,impf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,resemble,resemble,podobají,podobat,impf
en:Foucault-Slova_a_veci:0:shuff:170,cs:Foucault-Slova_a_veci:0:shuff:198,belong,belong,náležejí,náležet,impf
en:Foucault-Slova_a_veci:0:shuff:175,cs:Foucault-Slova_a_veci:0:shuff:206,designating,designate,označit,označit,pf
en:Foucault-Slova_a_veci:0:shuff:178,cs:Foucault-Slova_a_veci:0:shuff:210,represent,represent,reprezentovat,reprezentovat,impf
en:Foucault-Slova_a_veci:0:shuff:178,cs:Foucault-Slova_a_veci:0:shuff:210,combined,combine,kombinují,kombinovat,impf
en:Foucault-Slova_a_veci:0:shuff:178,cs:Foucault-Slova_a_veci:0:shuff:210,combined,combine,spojují,spojovat,impf
en:Foucault-Slova_a_veci:0:shuff:178,cs:Foucault-Slova_a_veci:0:shuff:210,linked,link,spojují,spojovat,impf
en:Foucault-Slova_a_veci:0:shuff:179,cs:Foucault-Slova_a_veci:0:shuff:211,analyses,analyse,analyzuje,analyzovat,impf
en:Foucault-Slova_a_veci:0:shuff:180,cs:Foucault-Slova_a_veci:0:shuff:212,accepts,accept,připustíme,připustit,pf
en:Foucault-Slova_a_veci:0:shuff:180,cs:Foucault-Slova_a_veci:0:shuff:212,took,take,připustíme,připustit,pf
en:Foucault-Slova_a_veci:0:shuff:180,cs:Foucault-Slova_a_veci:0:shuff:212,accepts,accept,připustíme,připustit,pf
en:Foucault-Slova_a_veci:0:shuff:180,cs:Foucault-Slova_a_veci:0:shuff:212,appeared,appear,vzniká,vznikat,impf
en:Foucault-Slova_a_veci:0:shuff:180,cs:Foucault-Slova_a_veci:0:shuff:212,accepts,accept,připustíme,připustit,pf
en:Foucault-Slova_a_veci:0:shuff:180,cs:Foucault-Slova_a_veci:0:shuff:212,took,take,připustíme,připustit,pf
en:Foucault-Slova_a_veci:0:shuff:180,cs:Foucault-Slova_a_veci:0:shuff:212,accepts,accept,připustíme,připustit,pf
en:Foucault-Slova_a_veci:0:shuff:180,cs:Foucault-Slova_a_veci:0:shuff:212,appeared,appear,objevily,objevit,pf
en:Foucault-Slova_a_veci:0:shuff:181,cs:Foucault-Slova_a_veci:0:shuff:213,attributed,attribute,připisovány,připisovat,impf
en:Foucault-Slova_a_veci:0:shuff:183,cs:Foucault-Slova_a_veci:0:shuff:217,lead,lead,vést,vést,impf
en:Foucault-Slova_a_veci:0:shuff:185,cs:Foucault-Slova_a_veci:0:shuff:220,presented,present,dán,dát,pf
en:Foucault-Slova_a_veci:0:shuff:186,cs:Foucault-Slova_a_veci:0:shuff:221,heard,hear,neslyšelo,slyšet,impf
en:Foucault-Slova_a_veci:0:shuff:186,cs:Foucault-Slova_a_veci:0:shuff:221,perceiving,perceive,vnímalo,vnímat,impf
en:Foucault-Slova_a_veci:0:shuff:187,cs:Foucault-Slova_a_veci:0:shuff:222,making,make,tvořila,tvořit,impf
en:Foucault-Slova_a_veci:0:shuff:187,cs:Foucault-Slova_a_veci:0:shuff:222,formed,form,tvořila,tvořit,impf
en:Foucault-Slova_a_veci:0:shuff:187,cs:Foucault-Slova_a_veci:0:shuff:222,united,unite,spojuje,spojovat,impf
en:Foucault-Slova_a_veci:0:shuff:188,cs:Foucault-Slova_a_veci:0:shuff:223,speak,speak,mluvit,mluvit,impf
en:Foucault-Slova_a_veci:0:shuff:192,cs:Foucault-Slova_a_veci:0:shuff:228,resemble,resemble,nepodobá,podobat,impf
en:Foucault-Slova_a_veci:0:shuff:194,cs:Foucault-Slova_a_veci:0:shuff:231,serves,serve,slouží,sloužit,impf
en:Foucault-Slova_a_veci:0:shuff:196,cs:Foucault-Slova_a_veci:0:shuff:234,appeared,appear,objevilo,objevit,pf
en:Foucault-Slova_a_veci:0:shuff:196,cs:Foucault-Slova_a_veci:0:shuff:234,revealing,reveal,objevilo,objevit,pf
en:Foucault-Slova_a_veci:0:shuff:196,cs:Foucault-Slova_a_veci:0:shuff:234,taken,take,přijímá,přijímat,impf
en:Foucault-Slova_a_veci:0:shuff:196,cs:Foucault-Slova_a_veci:0:shuff:234,revealing,reveal,odhaluje,odhalovat,impf
en:Foucault-Slova_a_veci:0:shuff:197,cs:Foucault-Slova_a_veci:0:shuff:235,set,set,položí,položit,pf
en:Foucault-Slova_a_veci:0:shuff:197,cs:Foucault-Slova_a_veci:0:shuff:235,set,set,ustavila,ustavit,pf
en:Foucault-Slova_a_veci:0:shuff:197,cs:Foucault-Slova_a_veci:0:shuff:235,established,establish,ustavila,ustavit,pf
en:Foucault-Slova_a_veci:0:shuff:198,cs:Foucault-Slova_a_veci:0:shuff:236,look,look,podíváme,podívat,pf
en:Foucault-Slova_a_veci:0:shuff:199,cs:Foucault-Slova_a_veci:0:shuff:237,require,require,nepožadovala,požadovat,impf
en:Foucault-Slova_a_veci:0:shuff:201,cs:Foucault-Slova_a_veci:0:shuff:240,representing,represent,představuje,představovat,impf
en:Foucault-Slova_a_veci:0:shuff:201,cs:Foucault-Slova_a_veci:0:shuff:240,representing,represent,vyjadřuje,vyjadřovat,impf
en:Foucault-Slova_a_veci:0:shuff:201,cs:Foucault-Slova_a_veci:0:shuff:240,observing,observe,pozoruje,pozorovat,impf
en:Foucault-Slova_a_veci:0:shuff:205,cs:Foucault-Slova_a_veci:0:shuff:248,perceived,perceive,vidíme,vidět,impf
