en:woolfova-mezi_akty:0:shuff:1,cs:woolfova-mezi_akty:0:shuff:1,striding,stride,Kráčel,kráčet,impf
en:woolfova-mezi_akty:0:shuff:42,cs:woolfova-mezi_akty:0:shuff:50,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:45,cs:woolfova-mezi_akty:0:shuff:53,pacing,pace,přecházela,přecházet,impf
en:woolfova-mezi_akty:0:shuff:48,cs:woolfova-mezi_akty:0:shuff:56,reading,read,Četla,číst,impf
en:woolfova-mezi_akty:0:shuff:49,cs:woolfova-mezi_akty:0:shuff:57,pacing,pace,přechází,přecházet,impf
en:woolfova-mezi_akty:0:shuff:53,cs:woolfova-mezi_akty:0:shuff:61,exclaimed,exclaim,vykřikla,vykřiknout,pf
en:woolfova-mezi_akty:0:shuff:56,cs:woolfova-mezi_akty:0:shuff:64,looked,look,koukla,kouknout,pf
en:woolfova-mezi_akty:0:shuff:58,cs:woolfova-mezi_akty:0:shuff:66,salute,salute,vítá,vítat,impf
en:woolfova-mezi_akty:0:shuff:60,cs:woolfova-mezi_akty:0:shuff:68,defy,defy,vzdoruje,vzdorovat,impf
en:woolfova-mezi_akty:0:shuff:61,cs:woolfova-mezi_akty:0:shuff:69,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:62,cs:woolfova-mezi_akty:0:shuff:70,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:63,cs:woolfova-mezi_akty:0:shuff:71,waiting,wait,čekala,čekat,impf
en:woolfova-mezi_akty:0:shuff:67,cs:woolfova-mezi_akty:0:shuff:75,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:68,cs:woolfova-mezi_akty:0:shuff:76,smiled,smile,usmála,usmát,pf
en:woolfova-mezi_akty:0:shuff:74,cs:woolfova-mezi_akty:0:shuff:83,addressing,address,oslovila,oslovit,pf
en:woolfova-mezi_akty:0:shuff:77,cs:woolfova-mezi_akty:0:shuff:86,read,read,přečetli,přečíst,pf
en:woolfova-mezi_akty:0:shuff:79,cs:woolfova-mezi_akty:0:shuff:88,omitted,omit,vypuštěn,vypustit,pf
en:woolfova-mezi_akty:0:shuff:80,cs:woolfova-mezi_akty:0:shuff:89,imagine,imagine,představí,představit,pf
en:woolfova-mezi_akty:0:shuff:81,cs:woolfova-mezi_akty:0:shuff:90,plight,plight,slíbí,slíbit,pf
en:woolfova-mezi_akty:0:shuff:91,cs:woolfova-mezi_akty:0:shuff:100,murmured,murmur,šeptala,šeptat,impf
en:woolfova-mezi_akty:0:shuff:91,cs:woolfova-mezi_akty:0:shuff:100,move,move,nepohybovat,pohybovat,impf
en:woolfova-mezi_akty:0:shuff:92,cs:woolfova-mezi_akty:0:shuff:101,gave,give,dodává,dodávat,impf
en:woolfova-mezi_akty:0:shuff:93,cs:woolfova-mezi_akty:0:shuff:102,carried,carry,má,mít,impf
en:woolfova-mezi_akty:0:shuff:97,cs:woolfova-mezi_akty:0:shuff:106,spoke,speak,mluvila,mluvit,impf
en:woolfova-mezi_akty:0:shuff:98,cs:woolfova-mezi_akty:0:shuff:107,heard,hear,slyšeli,slyšet,impf
en:woolfova-mezi_akty:0:shuff:101,cs:woolfova-mezi_akty:0:shuff:110,Hear,hear,Slyšte,slyšet,impf
en:woolfova-mezi_akty:0:shuff:102,cs:woolfova-mezi_akty:0:shuff:111,Hear,hear,Slyšte,slyšet,impf
en:woolfova-mezi_akty:0:shuff:102,cs:woolfova-mezi_akty:0:shuff:111,cried,cry,volal,volat,impf
en:woolfova-mezi_akty:0:shuff:106,cs:woolfova-mezi_akty:0:shuff:115,leaning,lean,opřen,opřít,pf
en:woolfova-mezi_akty:0:shuff:107,cs:woolfova-mezi_akty:0:shuff:116,expressed,express,vyslovit,vyslovit,pf
en:woolfova-mezi_akty:0:shuff:107,cs:woolfova-mezi_akty:0:shuff:116,ripped,rip,roztrhla,roztrhnout,pf
en:woolfova-mezi_akty:0:shuff:108,cs:woolfova-mezi_akty:0:shuff:117,turned,turn,zamířil,zamířit,pf
en:woolfova-mezi_akty:0:shuff:117,cs:woolfova-mezi_akty:0:shuff:127,prompted,prompt,napověděla,napovědět,pf
en:woolfova-mezi_akty:0:shuff:118,cs:woolfova-mezi_akty:0:shuff:128,continued,continue,pokračovala,pokračovat,impf
en:woolfova-mezi_akty:0:shuff:127,cs:woolfova-mezi_akty:0:shuff:137,left,leave,odkázal,odkázat,pf
en:woolfova-mezi_akty:0:shuff:129,cs:woolfova-mezi_akty:0:shuff:139,marry,marry,vdá,vdát,pf
en:woolfova-mezi_akty:0:shuff:139,cs:woolfova-mezi_akty:0:shuff:150,come,come,jdou,jít,impf
en:woolfova-mezi_akty:0:shuff:142,cs:woolfova-mezi_akty:0:shuff:153,dropped,drop,upustil,upustit,pf
en:woolfova-mezi_akty:0:shuff:145,cs:woolfova-mezi_akty:0:shuff:156,slept,sleep,spal,spát,impf
en:woolfova-mezi_akty:0:shuff:148,cs:woolfova-mezi_akty:0:shuff:159,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:152,cs:woolfova-mezi_akty:0:shuff:163,attacked,attack,napadli,napadnout,pf
en:woolfova-mezi_akty:0:shuff:152,cs:woolfova-mezi_akty:0:shuff:163,hidden,hide,skrývala,skrývat,impf
en:woolfova-mezi_akty:0:shuff:158,cs:woolfova-mezi_akty:0:shuff:169,stung,sting,píchlo,píchnout,pf
en:woolfova-mezi_akty:0:shuff:167,cs:woolfova-mezi_akty:0:shuff:179,hide,hide,schovám,schovat,pf
en:woolfova-mezi_akty:0:shuff:170,cs:woolfova-mezi_akty:0:shuff:182,teach,teach,naučila,naučit,pf
en:woolfova-mezi_akty:0:shuff:171,cs:woolfova-mezi_akty:0:shuff:183,reading,read,přečtla,přečíst,pf
en:woolfova-mezi_akty:0:shuff:171,cs:woolfova-mezi_akty:0:shuff:183,learnt,learn,naučila,naučit,pf
en:woolfova-mezi_akty:0:shuff:171,cs:woolfova-mezi_akty:0:shuff:183,thieving,thieve,krást,krást,impf
en:woolfova-mezi_akty:0:shuff:171,cs:woolfova-mezi_akty:0:shuff:183,reading,read,číst,číst,impf
en:woolfova-mezi_akty:0:shuff:171,cs:woolfova-mezi_akty:0:shuff:183,missed,miss,nevynechaly,vynechat,pf
en:woolfova-mezi_akty:0:shuff:171,cs:woolfova-mezi_akty:0:shuff:183,hiding,hide,schovávat,schovávat,impf
en:woolfova-mezi_akty:0:shuff:176,cs:woolfova-mezi_akty:0:shuff:189,fell,fall,padl,padnout,pf
en:woolfova-mezi_akty:0:shuff:176,cs:woolfova-mezi_akty:0:shuff:189,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:178,cs:woolfova-mezi_akty:0:shuff:191,rain,rain,nepršelo,pršet,impf
en:woolfova-mezi_akty:0:shuff:179,cs:woolfova-mezi_akty:0:shuff:192,pray,pray,modlit,modlit,impf
en:woolfova-mezi_akty:0:shuff:179,cs:woolfova-mezi_akty:0:shuff:192,added,add,dodala,dodat,pf
en:woolfova-mezi_akty:0:shuff:180,cs:woolfova-mezi_akty:0:shuff:193,provide,provide,připravit,připravit,pf
en:woolfova-mezi_akty:0:shuff:180,cs:woolfova-mezi_akty:0:shuff:193,said,say,řekl,říci,pf
en:woolfova-mezi_akty:0:shuff:183,cs:woolfova-mezi_akty:0:shuff:196,said,say,Řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:183,cs:woolfova-mezi_akty:0:shuff:196,pray,pray,modlit,modlit,impf
en:woolfova-mezi_akty:0:shuff:184,cs:woolfova-mezi_akty:0:shuff:197,proceeded,proceed,pokračovala,pokračovat,impf
en:woolfova-mezi_akty:0:shuff:192,cs:woolfova-mezi_akty:0:shuff:206,explain,explain,vysvětlovat,vysvětlovat,impf
en:woolfova-mezi_akty:0:shuff:193,cs:woolfova-mezi_akty:0:shuff:207,cried,cry,křikla,křiknout,pf
en:woolfova-mezi_akty:0:shuff:193,cs:woolfova-mezi_akty:0:shuff:207,snatching,snatch,popadla,popadnout,pf
en:woolfova-mezi_akty:0:shuff:195,cs:woolfova-mezi_akty:0:shuff:209,congratulate,congratulate,blahopřeju,blahopřát,impf
en:woolfova-mezi_akty:0:shuff:196,cs:woolfova-mezi_akty:0:shuff:210,hesitated,hesitate,Zaváhala,zaváhat,pf
en:woolfova-mezi_akty:0:shuff:197,cs:woolfova-mezi_akty:0:shuff:211,said,say,neřekl,říci,pf
en:woolfova-mezi_akty:0:shuff:199,cs:woolfova-mezi_akty:0:shuff:213,looked,look,podívali,podívat,pf
en:woolfova-mezi_akty:0:shuff:199,cs:woolfova-mezi_akty:0:shuff:213,looked,look,podívali,podívat,pf
en:woolfova-mezi_akty:0:shuff:200,cs:woolfova-mezi_akty:0:shuff:214,swung,swing,houpal,houpat,impf
en:woolfova-mezi_akty:0:shuff:201,cs:woolfova-mezi_akty:0:shuff:215,weight,weight,zatěžovat,zatěžovat,impf
en:woolfova-mezi_akty:0:shuff:203,cs:woolfova-mezi_akty:0:shuff:217,looked,look,Pohlédl,pohlédnout,pf
en:woolfova-mezi_akty:0:shuff:204,cs:woolfova-mezi_akty:0:shuff:218,danced,dance,tančili,tančit,impf
en:woolfova-mezi_akty:0:shuff:208,cs:woolfova-mezi_akty:0:shuff:222,clapped,clap,Tleskal,tleskat,impf
en:woolfova-mezi_akty:0:shuff:213,cs:woolfova-mezi_akty:0:shuff:227,saw,see,Viděl,vidět,impf
en:woolfova-mezi_akty:0:shuff:214,cs:woolfova-mezi_akty:0:shuff:228,murmured,murmur,šeptala,šeptat,impf
en:woolfova-mezi_akty:0:shuff:219,cs:woolfova-mezi_akty:0:shuff:233,broke,break,Zlomen,zlomit,pf
en:woolfova-mezi_akty:0:shuff:221,cs:woolfova-mezi_akty:0:shuff:235,smiling,smile,usmála,usmát,pf
en:woolfova-mezi_akty:0:shuff:221,cs:woolfova-mezi_akty:0:shuff:235,came,come,došel,dojít,pf
en:woolfova-mezi_akty:0:shuff:222,cs:woolfova-mezi_akty:0:shuff:236,leave,leave,opustit,opustit,pf
en:woolfova-mezi_akty:0:shuff:223,cs:woolfova-mezi_akty:0:shuff:237,said,say,řekl,říci,pf
en:woolfova-mezi_akty:0:shuff:224,cs:woolfova-mezi_akty:0:shuff:238,exclaimed,exclaim,zvolala,zvolat,pf
en:woolfova-mezi_akty:0:shuff:226,cs:woolfova-mezi_akty:0:shuff:240,stay,stay,bydlela,bydlet,impf
en:woolfova-mezi_akty:0:shuff:227,cs:woolfova-mezi_akty:0:shuff:241,wore,wear,nosil,nosit,impf
en:woolfova-mezi_akty:0:shuff:228,cs:woolfova-mezi_akty:0:shuff:242,did,do,nedělal,dělat,impf
en:woolfova-mezi_akty:0:shuff:232,cs:woolfova-mezi_akty:0:shuff:246,lay,lie,spočívá,spočívat,impf
en:woolfova-mezi_akty:0:shuff:233,cs:woolfova-mezi_akty:0:shuff:247,opened,open,Otevřely,otevřít,pf
en:woolfova-mezi_akty:0:shuff:234,cs:woolfova-mezi_akty:0:shuff:248,apologized,apologize,omlouvala,omlouvat,impf
en:woolfova-mezi_akty:0:shuff:236,cs:woolfova-mezi_akty:0:shuff:251,saw,see,neviděla,vidět,impf
en:woolfova-mezi_akty:0:shuff:240,cs:woolfova-mezi_akty:0:shuff:255,seen,see,uviděla,uvidět,pf
en:woolfova-mezi_akty:0:shuff:249,cs:woolfova-mezi_akty:0:shuff:266,ordered,order,Objednala,objednat,pf
en:woolfova-mezi_akty:0:shuff:249,cs:woolfova-mezi_akty:0:shuff:266,turning,turn,otočila,otočit,pf
en:woolfova-mezi_akty:0:shuff:249,cs:woolfova-mezi_akty:0:shuff:266,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:255,cs:woolfova-mezi_akty:0:shuff:273,guessed,guess,uhodla,uhodnout,pf
en:woolfova-mezi_akty:0:shuff:255,cs:woolfova-mezi_akty:0:shuff:273,spoken,speak,nevyslovil,vyslovit,pf
en:woolfova-mezi_akty:0:shuff:257,cs:woolfova-mezi_akty:0:shuff:275,judge,judge,soudíme,soudit,impf
en:woolfova-mezi_akty:0:shuff:260,cs:woolfova-mezi_akty:0:shuff:278,waited,wait,Čekala,čekat,impf
en:woolfova-mezi_akty:0:shuff:264,cs:woolfova-mezi_akty:0:shuff:282,handed,hand,podávala,podávat,impf
en:woolfova-mezi_akty:0:shuff:267,cs:woolfova-mezi_akty:0:shuff:285,laughed,laugh,smáli,smát,impf
en:woolfova-mezi_akty:0:shuff:269,cs:woolfova-mezi_akty:0:shuff:287,wore,wear,nosí,nosit,impf
en:woolfova-mezi_akty:0:shuff:270,cs:woolfova-mezi_akty:0:shuff:288,forgotten,forget,zapomněla,zapomenout,pf
en:woolfova-mezi_akty:0:shuff:273,cs:woolfova-mezi_akty:0:shuff:291,left,leave,opustil,opustit,pf
en:woolfova-mezi_akty:0:shuff:275,cs:woolfova-mezi_akty:0:shuff:293,found,find,našel,najít,pf
en:woolfova-mezi_akty:0:shuff:276,cs:woolfova-mezi_akty:0:shuff:294,forgotten,forget,zapomněla,zapomenout,pf
en:woolfova-mezi_akty:0:shuff:277,cs:woolfova-mezi_akty:0:shuff:295,said,say,řekl,říci,pf
en:woolfova-mezi_akty:0:shuff:278,cs:woolfova-mezi_akty:0:shuff:296,running,run,běží,běžet,impf
en:woolfova-mezi_akty:0:shuff:279,cs:woolfova-mezi_akty:0:shuff:297,begun,begin,začlo,začít,pf
en:woolfova-mezi_akty:0:shuff:279,cs:woolfova-mezi_akty:0:shuff:297,added,add,dodali,dodat,pf
en:woolfova-mezi_akty:0:shuff:280,cs:woolfova-mezi_akty:0:shuff:298,stopped,stop,zarazila,zarazit,pf
en:woolfova-mezi_akty:0:shuff:281,cs:woolfova-mezi_akty:0:shuff:299,forgotten,forget,Zapomněla,zapomenout,pf
en:woolfova-mezi_akty:0:shuff:282,cs:woolfova-mezi_akty:0:shuff:300,Hear,hear,Slyšte,slyšet,impf
en:woolfova-mezi_akty:0:shuff:283,cs:woolfova-mezi_akty:0:shuff:301,Hear,hear,Slyšte,slyšet,impf
en:woolfova-mezi_akty:0:shuff:288,cs:woolfova-mezi_akty:0:shuff:306,touched,touch,dotkne,dotknout,pf
en:woolfova-mezi_akty:0:shuff:292,cs:woolfova-mezi_akty:0:shuff:310,practising,practise,cvičí,cvičit,impf
en:woolfova-mezi_akty:0:shuff:294,cs:woolfova-mezi_akty:0:shuff:312,watched,watch,číhala,číhat,impf
en:woolfova-mezi_akty:0:shuff:295,cs:woolfova-mezi_akty:0:shuff:313,loosened,loosen,uvolnily,uvolnit,pf
en:woolfova-mezi_akty:0:shuff:301,cs:woolfova-mezi_akty:0:shuff:319,believe,believe,věřte,věřit,impf
en:woolfova-mezi_akty:0:shuff:302,cs:woolfova-mezi_akty:0:shuff:320,do,do,půjdu,jít,impf
en:woolfova-mezi_akty:0:shuff:311,cs:woolfova-mezi_akty:0:shuff:329,said,say,říkal,říkat,impf
en:woolfova-mezi_akty:0:shuff:312,cs:woolfova-mezi_akty:0:shuff:330,said,say,řekl,říci,pf
en:woolfova-mezi_akty:0:shuff:314,cs:woolfova-mezi_akty:0:shuff:332,cried,cry,zvolala,zvolat,pf
en:woolfova-mezi_akty:0:shuff:316,cs:woolfova-mezi_akty:0:shuff:334,slips,slip,strčí,strčit,pf
en:woolfova-mezi_akty:0:shuff:321,cs:woolfova-mezi_akty:0:shuff:339,helps,help,Pomůže,pomoci,pf
en:woolfova-mezi_akty:0:shuff:323,cs:woolfova-mezi_akty:0:shuff:342,understand,understand,rozuměl,rozumět,impf
en:woolfova-mezi_akty:0:shuff:324,cs:woolfova-mezi_akty:0:shuff:343,meant,mean,chtěla,chtít,impf
en:woolfova-mezi_akty:0:shuff:324,cs:woolfova-mezi_akty:0:shuff:343,said,say,říct,říci,pf
en:woolfova-mezi_akty:0:shuff:324,cs:woolfova-mezi_akty:0:shuff:343,act,act,hrajeme,hrát,impf
en:woolfova-mezi_akty:0:shuff:327,cs:woolfova-mezi_akty:0:shuff:346,leave,leave,vynechala,vynechat,pf
en:woolfova-mezi_akty:0:shuff:327,cs:woolfova-mezi_akty:0:shuff:346,saying,say,říkal,říkat,impf
en:woolfova-mezi_akty:0:shuff:331,cs:woolfova-mezi_akty:0:shuff:351,said,say,řekl,říci,pf
en:woolfova-mezi_akty:0:shuff:332,cs:woolfova-mezi_akty:0:shuff:352,thinking,think,vzpomněl,vzpomenout,pf
en:woolfova-mezi_akty:0:shuff:332,cs:woolfova-mezi_akty:0:shuff:352,showing,show,ukazovala,ukazovat,impf
en:woolfova-mezi_akty:0:shuff:334,cs:woolfova-mezi_akty:0:shuff:354,left,leave,nechali,nechat,pf
en:woolfova-mezi_akty:0:shuff:335,cs:woolfova-mezi_akty:0:shuff:355,claims,claim,prohlásí,prohlásit,pf
en:woolfova-mezi_akty:0:shuff:335,cs:woolfova-mezi_akty:0:shuff:355,reveals,reveal,odhalí,odhalit,pf
en:woolfova-mezi_akty:0:shuff:336,cs:woolfova-mezi_akty:0:shuff:356,fly,fly,uprchnou,uprchnout,pf
en:woolfova-mezi_akty:0:shuff:336,cs:woolfova-mezi_akty:0:shuff:356,leaving,leave,zanechají,zanechat,pf
en:woolfova-mezi_akty:0:shuff:337,cs:woolfova-mezi_akty:0:shuff:357,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:337,cs:woolfova-mezi_akty:0:shuff:357,putting,put,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:338,cs:woolfova-mezi_akty:0:shuff:358,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:339,cs:woolfova-mezi_akty:0:shuff:359,put,put,Dát,dát,pf
en:woolfova-mezi_akty:0:shuff:340,cs:woolfova-mezi_akty:0:shuff:360,exclaimed,exclaim,zvolala,zvolat,pf
en:woolfova-mezi_akty:0:shuff:342,cs:woolfova-mezi_akty:0:shuff:362,waved,wave,mávla,mávnout,pf
en:woolfova-mezi_akty:0:shuff:349,cs:woolfova-mezi_akty:0:shuff:369,said,say,řekla,říci,pf
en:woolfova-mezi_akty:0:shuff:352,cs:woolfova-mezi_akty:0:shuff:372,married,marry,nebrali,brát,impf
en:woolfova-mezi_akty:0:shuff:353,cs:woolfova-mezi_akty:0:shuff:373,trace,trace,sledovat,sledovat,impf
en:woolfova-mezi_akty:0:shuff:357,cs:woolfova-mezi_akty:0:shuff:377,stopped,stop,zarazila,zarazit,pf
en:woolfova-mezi_akty:0:shuff:364,cs:woolfova-mezi_akty:0:shuff:385,remained,remain,zůstala,zůstat,pf
en:woolfova-mezi_akty:0:shuff:365,cs:woolfova-mezi_akty:0:shuff:386,saw,see,spatřili,spatřit,pf
en:woolfova-mezi_akty:0:shuff:366,cs:woolfova-mezi_akty:0:shuff:387,spoke,speak,promluvil,promluvit,pf
en:woolfova-mezi_akty:0:shuff:366,cs:woolfova-mezi_akty:0:shuff:387,noted,note,zapsal,zapsat,pf
en:woolfova-mezi_akty:0:shuff:367,cs:woolfova-mezi_akty:0:shuff:388,gazed,gaze,zírali,zírat,impf
en:woolfova-mezi_akty:0:shuff:373,cs:woolfova-mezi_akty:0:shuff:394,opened,open,otevřela,otevřít,pf
en:woolfova-mezi_akty:0:shuff:374,cs:woolfova-mezi_akty:0:shuff:395,received,receive,přijímala,přijímat,impf
en:woolfova-mezi_akty:0:shuff:377,cs:woolfova-mezi_akty:0:shuff:398,shut,shut,zavřela,zavřít,pf
en:woolfova-mezi_akty:0:shuff:381,cs:woolfova-mezi_akty:0:shuff:402,sing,sing,zpívají,zpívat,impf
en:woolfova-mezi_akty:0:shuff:383,cs:woolfova-mezi_akty:0:shuff:404,singing,sing,zpívali,zpívat,impf
en:woolfova-mezi_akty:0:shuff:386,cs:woolfova-mezi_akty:0:shuff:407,laying,lay,položí,položit,pf
en:woolfova-mezi_akty:0:shuff:390,cs:woolfova-mezi_akty:0:shuff:411,Sit,sit,Posaďte,posadit,pf
en:woolfova-mezi_akty:0:shuff:393,cs:woolfova-mezi_akty:0:shuff:414,act,act,hrát,hrát,impf
en:woolfova-mezi_akty:0:shuff:397,cs:woolfova-mezi_akty:0:shuff:418,made,make,nutily,nutit,impf
en:woolfova-mezi_akty:0:shuff:399,cs:woolfova-mezi_akty:0:shuff:420,wore,wear,měla,mít,impf
en:woolfova-mezi_akty:0:shuff:400,cs:woolfova-mezi_akty:0:shuff:421,worked,work,pracovali,pracovat,impf
en:woolfova-mezi_akty:0:shuff:401,cs:woolfova-mezi_akty:0:shuff:422,filled,fill,zaplnila,zaplnit,pf
en:woolfova-mezi_akty:0:shuff:401,cs:woolfova-mezi_akty:0:shuff:422,plucking,pluck,utrhla,utrhnout,pf
en:woolfova-mezi_akty:0:shuff:402,cs:woolfova-mezi_akty:0:shuff:423,sporting,sport,hrají,hrát,impf
en:woolfova-mezi_akty:0:shuff:402,cs:woolfova-mezi_akty:0:shuff:423,play,play,hrají,hrát,impf
en:woolfova-mezi_akty:0:shuff:404,cs:woolfova-mezi_akty:0:shuff:425,said,say,řekl,říci,pf
en:woolfova-mezi_akty:0:shuff:405,cs:woolfova-mezi_akty:0:shuff:426,bring,bring,přinese,přinést,pf
en:woolfova-mezi_akty:0:shuff:406,cs:woolfova-mezi_akty:0:shuff:427,held,hold,držela,držet,impf
en:woolfova-mezi_akty:0:shuff:409,cs:woolfova-mezi_akty:0:shuff:430,passed,pass,přešlo,přejít,pf
en:woolfova-mezi_akty:0:shuff:411,cs:woolfova-mezi_akty:0:shuff:432,stopped,stop,zůstal,zůstat,pf
en:woolfova-mezi_akty:0:shuff:413,cs:woolfova-mezi_akty:0:shuff:434,thought,think,neměl,mít,impf
en:woolfova-mezi_akty:0:shuff:414,cs:woolfova-mezi_akty:0:shuff:435,guessed,guess,Tušili,tušit,impf
en:woolfova-mezi_akty:0:shuff:417,cs:woolfova-mezi_akty:0:shuff:438,smiling,smile,usmívala,usmívat,impf
en:woolfova-mezi_akty:0:shuff:418,cs:woolfova-mezi_akty:0:shuff:439,hear,hear,slyšet,slyšet,impf
en:woolfova-mezi_akty:0:shuff:420,cs:woolfova-mezi_akty:0:shuff:441,directing,direct,Řídit,řídit,impf
en:woolfova-mezi_akty:0:shuff:425,cs:woolfova-mezi_akty:0:shuff:446,waved,wave,Mávl,mávnout,pf
en:woolfova-mezi_akty:0:shuff:426,cs:woolfova-mezi_akty:0:shuff:447,goes,go,jde,jít,impf
en:woolfova-mezi_akty:0:shuff:427,cs:woolfova-mezi_akty:0:shuff:448,pointed,point,mířil,mířit,impf
en:woolfova-mezi_akty:0:shuff:428,cs:woolfova-mezi_akty:0:shuff:449,raised,raise,Zvedla,zvednout,pf
en:woolfova-mezi_akty:0:shuff:436,cs:woolfova-mezi_akty:0:shuff:457,cried,cry,vykřikla,vykřiknout,pf
en:woolfova-mezi_akty:0:shuff:440,cs:woolfova-mezi_akty:0:shuff:461,end,end,nekončí,končit,impf
en:woolfova-mezi_akty:0:shuff:444,cs:woolfova-mezi_akty:0:shuff:465,say,say,řekne,říci,pf
en:woolfova-mezi_akty:0:shuff:449,cs:woolfova-mezi_akty:0:shuff:470,float,float,plujeme,plout,impf
en:woolfova-mezi_akty:0:shuff:450,cs:woolfova-mezi_akty:0:shuff:471,leaks,leak,neteče,téci,impf
en:woolfova-mezi_akty:0:shuff:451,cs:woolfova-mezi_akty:0:shuff:472,carry,carry,ponese,nést,impf
en:woolfova-mezi_akty:0:shuff:452,cs:woolfova-mezi_akty:0:shuff:473,protected,protect,ochrání,ochránit,pf
en:woolfova-mezi_akty:0:shuff:454,cs:woolfova-mezi_akty:0:shuff:476,think,think,Myslíte,myslet,impf
en:woolfova-mezi_akty:0:shuff:454,cs:woolfova-mezi_akty:0:shuff:476,change,change,mění,měnit,impf
en:woolfova-mezi_akty:0:shuff:456,cs:woolfova-mezi_akty:0:shuff:478,meant,mean,myslím,myslet,impf
en:woolfova-mezi_akty:0:shuff:457,cs:woolfova-mezi_akty:0:shuff:479,found,find,našla,najít,pf
en:woolfova-mezi_akty:0:shuff:458,cs:woolfova-mezi_akty:0:shuff:480,change,change,měníme,měnit,impf
en:woolfova-mezi_akty:0:shuff:462,cs:woolfova-mezi_akty:0:shuff:485,takes,take,Vyndá,vyndat,pf
en:woolfova-mezi_akty:0:shuff:462,cs:woolfova-mezi_akty:0:shuff:485,wipes,wipe,utírá,utírat,impf
en:woolfova-mezi_akty:0:shuff:464,cs:woolfova-mezi_akty:0:shuff:490,bringing,bring,nese,nést,impf
en:woolfova-mezi_akty:0:shuff:466,cs:woolfova-mezi_akty:0:shuff:492,thank,thank,poděkovat,poděkovat,pf
en:woolfova-mezi_akty:0:shuff:467,cs:woolfova-mezi_akty:0:shuff:493,remembered,remember,vzpomněla,vzpomenout,pf
en:woolfova-mezi_akty:0:shuff:468,cs:woolfova-mezi_akty:0:shuff:494,says,say,říká,říkat,impf
en:woolfova-mezi_akty:0:shuff:468,cs:woolfova-mezi_akty:0:shuff:494,added,add,dodala,dodat,pf
en:woolfova-mezi_akty:0:shuff:468,cs:woolfova-mezi_akty:0:shuff:494,thank,thank,děkovat,děkovat,impf
en:woolfova-mezi_akty:0:shuff:469,cs:woolfova-mezi_akty:0:shuff:495,rose,rise,vystupoval,vystupovat,impf
en:woolfova-mezi_akty:0:shuff:470,cs:woolfova-mezi_akty:0:shuff:496,detached,detach,sundal,sundat,pf
en:woolfova-mezi_akty:0:shuff:472,cs:woolfova-mezi_akty:0:shuff:498,said,say,řekl,říci,pf
