en:Francis-Chladna_zrada:0:shuff:2,cs:Francis-Chladna_zrada:0:shuff:2,spotted,spot,našli,najít,pf
en:Francis-Chladna_zrada:0:shuff:331,cs:Francis-Chladna_zrada:0:shuff:333,meet,meet,setkat,setkat,pf
en:Francis-Chladna_zrada:0:shuff:336,cs:Francis-Chladna_zrada:0:shuff:339,said,say,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:342,cs:Francis-Chladna_zrada:0:shuff:346,think,think,Myslím,myslet,impf
en:Francis-Chladna_zrada:0:shuff:342,cs:Francis-Chladna_zrada:0:shuff:346,think,think,měl,mít,impf
en:Francis-Chladna_zrada:0:shuff:344,cs:Francis-Chladna_zrada:0:shuff:348,do,do,Udělám,udělat,pf
en:Francis-Chladna_zrada:0:shuff:344,cs:Francis-Chladna_zrada:0:shuff:348,keeping,keep,zdržel,zdržet,pf
en:Francis-Chladna_zrada:0:shuff:350,cs:Francis-Chladna_zrada:0:shuff:356,said,say,vyslovují,vyslovovat,impf
en:Francis-Chladna_zrada:0:shuff:351,cs:Francis-Chladna_zrada:0:shuff:357,said,say,vyslovoval,vyslovovat,impf
en:Francis-Chladna_zrada:0:shuff:351,cs:Francis-Chladna_zrada:0:shuff:357,said,say,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:351,cs:Francis-Chladna_zrada:0:shuff:357,said,say,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:355,cs:Francis-Chladna_zrada:0:shuff:363,asked,ask,zeptal,zeptat,pf
en:Francis-Chladna_zrada:0:shuff:365,cs:Francis-Chladna_zrada:0:shuff:373,think,think,myslíte,myslet,impf
en:Francis-Chladna_zrada:0:shuff:366,cs:Francis-Chladna_zrada:0:shuff:374,wait,wait,čekali,čekat,impf
en:Francis-Chladna_zrada:0:shuff:369,cs:Francis-Chladna_zrada:0:shuff:379,died,die,zemřel,zemřít,pf
en:Francis-Chladna_zrada:0:shuff:369,cs:Francis-Chladna_zrada:0:shuff:379,took,take,převzal,převzít,pf
en:Francis-Chladna_zrada:0:shuff:371,cs:Francis-Chladna_zrada:0:shuff:381,pressed,press,stiskl,stisknout,pf
en:Francis-Chladna_zrada:0:shuff:372,cs:Francis-Chladna_zrada:0:shuff:382,expected,expect,očekával,očekávat,impf
en:Francis-Chladna_zrada:0:shuff:372,cs:Francis-Chladna_zrada:0:shuff:382,hit,hit,zasáhla,zasáhnout,pf
en:Francis-Chladna_zrada:0:shuff:372,cs:Francis-Chladna_zrada:0:shuff:382,pointed,point,zamířil,zamířit,pf
en:Francis-Chladna_zrada:0:shuff:374,cs:Francis-Chladna_zrada:0:shuff:384,pulled,pull,Přitáhl,přitáhnout,pf
en:Francis-Chladna_zrada:0:shuff:374,cs:Francis-Chladna_zrada:0:shuff:384,pulled,pull,zatáhl,zatáhnout,pf
en:Francis-Chladna_zrada:0:shuff:378,cs:Francis-Chladna_zrada:0:shuff:390,did,do,udělal,udělat,pf
en:Francis-Chladna_zrada:0:shuff:378,cs:Francis-Chladna_zrada:0:shuff:390,do,do,udělal,udělat,pf
en:Francis-Chladna_zrada:0:shuff:394,cs:Francis-Chladna_zrada:0:shuff:406,laughed,laugh,zasmála,zasmát,pf
en:Francis-Chladna_zrada:0:shuff:394,cs:Francis-Chladna_zrada:0:shuff:406,returned,return,vrátila,vrátit,pf
en:Francis-Chladna_zrada:0:shuff:398,cs:Francis-Chladna_zrada:0:shuff:410,make,make,vydělal,vydělat,pf
en:Francis-Chladna_zrada:0:shuff:398,cs:Francis-Chladna_zrada:0:shuff:410,made,make,vydělal,vydělat,pf
en:Francis-Chladna_zrada:0:shuff:399,cs:Francis-Chladna_zrada:0:shuff:411,told,tell,Řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:399,cs:Francis-Chladna_zrada:0:shuff:411,expected,expect,očekávám,očekávat,impf
en:Francis-Chladna_zrada:0:shuff:399,cs:Francis-Chladna_zrada:0:shuff:411,done,do,předvedl,předvést,pf
en:Francis-Chladna_zrada:0:shuff:400,cs:Francis-Chladna_zrada:0:shuff:412,said,say,Řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:404,cs:Francis-Chladna_zrada:0:shuff:414,went,go,šel,jít,impf
en:Francis-Chladna_zrada:0:shuff:405,cs:Francis-Chladna_zrada:0:shuff:415,see,see,neviděl,vidět,impf
en:Francis-Chladna_zrada:0:shuff:406,cs:Francis-Chladna_zrada:0:shuff:416,tell,tell,Řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:406,cs:Francis-Chladna_zrada:0:shuff:416,run,run,běžela,běžet,impf
en:Francis-Chladna_zrada:0:shuff:410,cs:Francis-Chladna_zrada:0:shuff:419,speak,speak,nemluvil,mluvit,impf
en:Francis-Chladna_zrada:0:shuff:411,cs:Francis-Chladna_zrada:0:shuff:420,forgotten,forget,zapomněl,zapomenout,pf
en:Francis-Chladna_zrada:0:shuff:411,cs:Francis-Chladna_zrada:0:shuff:420,said,say,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:412,cs:Francis-Chladna_zrada:0:shuff:421,smiled,smile,Usmál,usmát,pf
en:Francis-Chladna_zrada:0:shuff:412,cs:Francis-Chladna_zrada:0:shuff:421,gave,give,podal,podat,pf
en:Francis-Chladna_zrada:0:shuff:415,cs:Francis-Chladna_zrada:0:shuff:424,come,come,přijel,přijet,pf
en:Francis-Chladna_zrada:0:shuff:415,cs:Francis-Chladna_zrada:0:shuff:424,find,find,najít,najít,pf
en:Francis-Chladna_zrada:0:shuff:420,cs:Francis-Chladna_zrada:0:shuff:431,see,see,Postarám,postarat,pf
en:Francis-Chladna_zrada:0:shuff:420,cs:Francis-Chladna_zrada:0:shuff:431,said,say,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:425,cs:Francis-Chladna_zrada:0:shuff:436,come,come,Nechoďte,chodit,impf
en:Francis-Chladna_zrada:0:shuff:425,cs:Francis-Chladna_zrada:0:shuff:436,shoot,shoot,zastřelím,zastřelit,pf
en:Francis-Chladna_zrada:0:shuff:427,cs:Francis-Chladna_zrada:0:shuff:438,want,want,Nechci,chtít,impf
en:Francis-Chladna_zrada:0:shuff:427,cs:Francis-Chladna_zrada:0:shuff:438,talk,talk,promluvit,promluvit,pf
en:Francis-Chladna_zrada:0:shuff:431,cs:Francis-Chladna_zrada:0:shuff:440,stay,stay,zůstat,zůstat,pf
en:Francis-Chladna_zrada:0:shuff:432,cs:Francis-Chladna_zrada:0:shuff:441,shoot,shoot,zastřelím,zastřelit,pf
en:Francis-Chladna_zrada:0:shuff:433,cs:Francis-Chladna_zrada:0:shuff:442,talk,talk,mluvit,mluvit,impf
en:Francis-Chladna_zrada:0:shuff:440,cs:Francis-Chladna_zrada:0:shuff:451,left,leave,Svěřil,svěřit,pf
en:Francis-Chladna_zrada:0:shuff:455,cs:Francis-Chladna_zrada:0:shuff:467,tell,tell,pověděla,povědět,pf
en:Francis-Chladna_zrada:0:shuff:466,cs:Francis-Chladna_zrada:0:shuff:477,speak,speak,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:466,cs:Francis-Chladna_zrada:0:shuff:477,speak,speak,mluvit,mluvit,impf
en:Francis-Chladna_zrada:0:shuff:467,cs:Francis-Chladna_zrada:0:shuff:478,held,hold,Držel,držet,impf
en:Francis-Chladna_zrada:0:shuff:471,cs:Francis-Chladna_zrada:0:shuff:481,nodded,nod,přikývla,přikývnout,pf
en:Francis-Chladna_zrada:0:shuff:476,cs:Francis-Chladna_zrada:0:shuff:488,seen,see,vidět,vidět,impf
en:Francis-Chladna_zrada:0:shuff:483,cs:Francis-Chladna_zrada:0:shuff:494,think,think,Myslím,myslet,impf
en:Francis-Chladna_zrada:0:shuff:484,cs:Francis-Chladna_zrada:0:shuff:495,remember,remember,Nevzpomínám,vzpomínat,impf
en:Francis-Chladna_zrada:0:shuff:488,cs:Francis-Chladna_zrada:0:shuff:502,recovered,recover,vzpamatovat,vzpamatovat,pf
en:Francis-Chladna_zrada:0:shuff:488,cs:Francis-Chladna_zrada:0:shuff:502,shoved,shove,vrazil,vrazit,pf
en:Francis-Chladna_zrada:0:shuff:490,cs:Francis-Chladna_zrada:0:shuff:504,laughed,laugh,Smál,smát,impf
en:Francis-Chladna_zrada:0:shuff:490,cs:Francis-Chladna_zrada:0:shuff:504,told,tell,vyprávěl,vyprávět,impf
en:Francis-Chladna_zrada:0:shuff:490,cs:Francis-Chladna_zrada:0:shuff:504,drive,drive,poveze,vézt,impf
en:Francis-Chladna_zrada:0:shuff:490,cs:Francis-Chladna_zrada:0:shuff:504,pay,pay,zaplatí,zaplatit,pf
en:Francis-Chladna_zrada:0:shuff:492,cs:Francis-Chladna_zrada:0:shuff:506,waited,wait,Čekal,čekat,impf
en:Francis-Chladna_zrada:0:shuff:493,cs:Francis-Chladna_zrada:0:shuff:507,went,go,Pokračoval,pokračovat,impf
en:Francis-Chladna_zrada:0:shuff:495,cs:Francis-Chladna_zrada:0:shuff:509,went,go,Šel,jít,impf
en:Francis-Chladna_zrada:0:shuff:495,cs:Francis-Chladna_zrada:0:shuff:509,wait,wait,počkat,počkat,pf
en:Francis-Chladna_zrada:0:shuff:497,cs:Francis-Chladna_zrada:0:shuff:511,sat,sit,Sedl,sednout,pf
en:Francis-Chladna_zrada:0:shuff:497,cs:Francis-Chladna_zrada:0:shuff:511,waited,wait,čekal,čekat,impf
en:Francis-Chladna_zrada:0:shuff:499,cs:Francis-Chladna_zrada:0:shuff:514,weighed,weigh,váží,vážit,impf
en:Francis-Chladna_zrada:0:shuff:499,cs:Francis-Chladna_zrada:0:shuff:514,reach,reach,dosahuje,dosahovat,impf
en:Francis-Chladna_zrada:0:shuff:500,cs:Francis-Chladna_zrada:0:shuff:515,thought,think,pomyslel,pomyslet,pf
en:Francis-Chladna_zrada:0:shuff:512,cs:Francis-Chladna_zrada:0:shuff:522,smiled,smile,usmál,usmát,pf
en:Francis-Chladna_zrada:0:shuff:513,cs:Francis-Chladna_zrada:0:shuff:523,like,like,chcete,chtít,impf
en:Francis-Chladna_zrada:0:shuff:515,cs:Francis-Chladna_zrada:0:shuff:525,allowed,allow,nesmějí,smět,impf
en:Francis-Chladna_zrada:0:shuff:515,cs:Francis-Chladna_zrada:0:shuff:525,bet,bet,sázet,sázet,impf
en:Francis-Chladna_zrada:0:shuff:516,cs:Francis-Chladna_zrada:0:shuff:526,said,say,odpověděla,odpovědět,pf
en:Francis-Chladna_zrada:0:shuff:521,cs:Francis-Chladna_zrada:0:shuff:529,bets,bet,Sází,sázet,impf
en:Francis-Chladna_zrada:0:shuff:521,cs:Francis-Chladna_zrada:0:shuff:529,said,say,řekla,říci,pf
en:Francis-Chladna_zrada:0:shuff:530,cs:Francis-Chladna_zrada:0:shuff:540,mean,mean,myslel,myslet,impf
en:Francis-Chladna_zrada:0:shuff:533,cs:Francis-Chladna_zrada:0:shuff:543,threatening,threaten,Nevyhrožoval,vyhrožovat,impf
en:Francis-Chladna_zrada:0:shuff:535,cs:Francis-Chladna_zrada:0:shuff:545,want,want,nechtěla,chtít,impf
en:Francis-Chladna_zrada:0:shuff:535,cs:Francis-Chladna_zrada:0:shuff:545,ruin,ruin,zničil,zničit,pf
en:Francis-Chladna_zrada:0:shuff:536,cs:Francis-Chladna_zrada:0:shuff:546,said,say,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:536,cs:Francis-Chladna_zrada:0:shuff:546,told,tell,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:537,cs:Francis-Chladna_zrada:0:shuff:547,gulped,gulp,Polkla,polknout,pf
en:Francis-Chladna_zrada:0:shuff:538,cs:Francis-Chladna_zrada:0:shuff:548,asked,ask,ptali,ptát,impf
en:Francis-Chladna_zrada:0:shuff:538,cs:Francis-Chladna_zrada:0:shuff:548,blackmailed,blackmail,nevydíral,vydírat,impf
en:Francis-Chladna_zrada:0:shuff:547,cs:Francis-Chladna_zrada:0:shuff:558,steal,steal,kradli,krást,impf
en:Francis-Chladna_zrada:0:shuff:549,cs:Francis-Chladna_zrada:0:shuff:561,bringing,bring,přivezl,přivézt,pf
en:Francis-Chladna_zrada:0:shuff:549,cs:Francis-Chladna_zrada:0:shuff:561,delivering,deliver,předával,předávat,impf
en:Francis-Chladna_zrada:0:shuff:558,cs:Francis-Chladna_zrada:0:shuff:572,spoke,speak,Mluvil,mluvit,impf
en:Francis-Chladna_zrada:0:shuff:563,cs:Francis-Chladna_zrada:0:shuff:578,hesitated,hesitate,Zaváhal,zaváhat,pf
en:Francis-Chladna_zrada:0:shuff:564,cs:Francis-Chladna_zrada:0:shuff:579,found,find,našel,najít,pf
en:Francis-Chladna_zrada:0:shuff:565,cs:Francis-Chladna_zrada:0:shuff:580,tell,tell,řeknete,říci,pf
en:Francis-Chladna_zrada:0:shuff:567,cs:Francis-Chladna_zrada:0:shuff:584,thought,think,Pomyslel,pomyslet,pf
en:Francis-Chladna_zrada:0:shuff:567,cs:Francis-Chladna_zrada:0:shuff:584,deserted,desert,zradil,zradit,pf
en:Francis-Chladna_zrada:0:shuff:573,cs:Francis-Chladna_zrada:0:shuff:588,says,say,Říká,říkat,impf
en:Francis-Chladna_zrada:0:shuff:576,cs:Francis-Chladna_zrada:0:shuff:591,said,say,řekl,říci,pf
en:Francis-Chladna_zrada:0:shuff:584,cs:Francis-Chladna_zrada:0:shuff:597,felt,feel,cítit,cítit,impf
en:Francis-Chladna_zrada:0:shuff:584,cs:Francis-Chladna_zrada:0:shuff:597,feeling,feel,cítit,cítit,impf
