en:Steel-Druha_sance:0:shuff:1,cs:Steel-Druha_sance:0:shuff:1,showing,show,objevil,objevit,pf
en:Steel-Druha_sance:0:shuff:107,cs:Steel-Druha_sance:0:shuff:110,said,say,řekl,říci,pf
en:Steel-Druha_sance:0:shuff:107,cs:Steel-Druha_sance:0:shuff:110,hated,hate,nenáviděly,nenávidět,impf
en:Steel-Druha_sance:0:shuff:110,cs:Steel-Druha_sance:0:shuff:114,started,start,začala,začít,pf
en:Steel-Druha_sance:0:shuff:110,cs:Steel-Druha_sance:0:shuff:114,worked,work,pracovala,pracovat,impf
en:Steel-Druha_sance:0:shuff:111,cs:Steel-Druha_sance:0:shuff:115,lived,live,bydlí,bydlet,impf
en:Steel-Druha_sance:0:shuff:114,cs:Steel-Druha_sance:0:shuff:118,buying,buy,koupit,koupit,pf
en:Steel-Druha_sance:0:shuff:114,cs:Steel-Druha_sance:0:shuff:118,thrilled,thrill,nadchla,nadchnout,pf
en:Steel-Druha_sance:0:shuff:115,cs:Steel-Druha_sance:0:shuff:119,give,give,nepořádal,pořádat,impf
en:Steel-Druha_sance:0:shuff:115,cs:Steel-Druha_sance:0:shuff:119,let,let,nenechával,nechávat,impf
en:Steel-Druha_sance:0:shuff:115,cs:Steel-Druha_sance:0:shuff:119,stay,stay,bydlet,bydlet,impf
en:Steel-Druha_sance:0:shuff:116,cs:Steel-Druha_sance:0:shuff:120,admitted,admit,přiznal,přiznat,pf
en:Steel-Druha_sance:0:shuff:116,cs:Steel-Druha_sance:0:shuff:120,hired,hire,zaměstnal,zaměstnat,pf
en:Steel-Druha_sance:0:shuff:117,cs:Steel-Druha_sance:0:shuff:121,arrived,arrive,přijela,přijet,pf
en:Steel-Druha_sance:0:shuff:117,cs:Steel-Druha_sance:0:shuff:121,see,see,vidí,vidět,impf
en:Steel-Druha_sance:0:shuff:121,cs:Steel-Druha_sance:0:shuff:126,wearing,wear,Měla,mít,impf
en:Steel-Druha_sance:0:shuff:123,cs:Steel-Druha_sance:0:shuff:128,smiled,smile,usmála,usmát,pf
en:Steel-Druha_sance:0:shuff:124,cs:Steel-Druha_sance:0:shuff:129,thrown,throw,vyhodil,vyhodit,pf
en:Steel-Druha_sance:0:shuff:126,cs:Steel-Druha_sance:0:shuff:131,broken,break,zlomil,zlomit,pf
en:Steel-Druha_sance:0:shuff:128,cs:Steel-Druha_sance:0:shuff:133,get,get,Kup,koupit,pf
en:Steel-Druha_sance:0:shuff:129,cs:Steel-Druha_sance:0:shuff:134,try,try,Pokusím,pokusit,pf
en:Steel-Druha_sance:0:shuff:129,cs:Steel-Druha_sance:0:shuff:134,get,get,dostat,dostat,pf
en:Steel-Druha_sance:0:shuff:129,cs:Steel-Druha_sance:0:shuff:134,start,start,začnu,začít,pf
en:Steel-Druha_sance:0:shuff:132,cs:Steel-Druha_sance:0:shuff:138,expected,expect,předpokládala,předpokládat,impf
en:Steel-Druha_sance:0:shuff:133,cs:Steel-Druha_sance:0:shuff:139,spoke,speak,promluvily,promluvit,pf
en:Steel-Druha_sance:0:shuff:133,cs:Steel-Druha_sance:0:shuff:139,spoke,speak,hovořily,hovořit,impf
en:Steel-Druha_sance:0:shuff:133,cs:Steel-Druha_sance:0:shuff:139,tolerated,tolerate,tolerovaly,tolerovat,impf
en:Steel-Druha_sance:0:shuff:136,cs:Steel-Druha_sance:0:shuff:142,wasting,waste,promarníš,promarnit,pf
en:Steel-Druha_sance:0:shuff:140,cs:Steel-Druha_sance:0:shuff:146,smoke,smoke,kouřit,kouřit,impf
en:Steel-Druha_sance:0:shuff:141,cs:Steel-Druha_sance:0:shuff:147,come,come,neuděláš,udělat,pf
en:Steel-Druha_sance:0:shuff:141,cs:Steel-Druha_sance:0:shuff:147,do,do,neuděláš,udělat,pf
en:Steel-Druha_sance:0:shuff:141,cs:Steel-Druha_sance:0:shuff:147,do,do,neuděláš,udělat,pf
en:Steel-Druha_sance:0:shuff:141,cs:Steel-Druha_sance:0:shuff:147,come,come,přijedu,přijet,pf
en:Steel-Druha_sance:0:shuff:143,cs:Steel-Druha_sance:0:shuff:149,sounded,sound,zněl,znít,impf
en:Steel-Druha_sance:0:shuff:143,cs:Steel-Druha_sance:0:shuff:149,seen,see,neviděla,vidět,impf
en:Steel-Druha_sance:0:shuff:146,cs:Steel-Druha_sance:0:shuff:152,hates,hate,nenávidí,nenávidět,impf
en:Steel-Druha_sance:0:shuff:147,cs:Steel-Druha_sance:0:shuff:153,swim,swim,plavat,plavat,impf
en:Steel-Druha_sance:0:shuff:149,cs:Steel-Druha_sance:0:shuff:155,brought,bring,přivezl,přivézt,pf
en:Steel-Druha_sance:0:shuff:150,cs:Steel-Druha_sance:0:shuff:156,go,go,odjedu,odjet,pf
en:Steel-Druha_sance:0:shuff:158,cs:Steel-Druha_sance:0:shuff:164,asked,ask,zeptal,zeptat,pf
en:Steel-Druha_sance:0:shuff:161,cs:Steel-Druha_sance:0:shuff:167,imagine,imagine,představit,představit,pf
en:Steel-Druha_sance:0:shuff:164,cs:Steel-Druha_sance:0:shuff:170,died,die,nezahynul,zahynout,pf
en:Steel-Druha_sance:0:shuff:165,cs:Steel-Druha_sance:0:shuff:171,hope,hope,Doufám,doufat,impf
en:Steel-Druha_sance:0:shuff:165,cs:Steel-Druha_sance:0:shuff:171,wearing,wear,nemáte,mít,impf
en:Steel-Druha_sance:0:shuff:167,cs:Steel-Druha_sance:0:shuff:173,went,go,jeli,jet,impf
en:Steel-Druha_sance:0:shuff:169,cs:Steel-Druha_sance:0:shuff:175,eat,eat,jedla,jíst,impf
en:Steel-Druha_sance:0:shuff:170,cs:Steel-Druha_sance:0:shuff:176,opened,open,otevřeli,otevřít,pf
en:Steel-Druha_sance:0:shuff:172,cs:Steel-Druha_sance:0:shuff:178,see,see,uvidí,uvidět,pf
en:Steel-Druha_sance:0:shuff:176,cs:Steel-Druha_sance:0:shuff:182,watching,watch,pozoroval,pozorovat,impf
en:Steel-Druha_sance:0:shuff:177,cs:Steel-Druha_sance:0:shuff:183,wearing,wear,Měl,mít,impf
en:Steel-Druha_sance:0:shuff:177,cs:Steel-Druha_sance:0:shuff:183,made,make,ušili,ušít,pf
en:Steel-Druha_sance:0:shuff:178,cs:Steel-Druha_sance:0:shuff:184,Did,do,Provedla,provést,pf
en:Steel-Druha_sance:0:shuff:178,cs:Steel-Druha_sance:0:shuff:184,asked,ask,zeptal,zeptat,pf
en:Steel-Druha_sance:0:shuff:180,cs:Steel-Druha_sance:0:shuff:186,enjoy,enjoy,užijete,užít,pf
en:Steel-Druha_sance:0:shuff:183,cs:Steel-Druha_sance:0:shuff:189,asked,ask,zeptal,zeptat,pf
en:Steel-Druha_sance:0:shuff:183,cs:Steel-Druha_sance:0:shuff:189,tucked,tuck,zasunul,zasunout,pf
en:Steel-Druha_sance:0:shuff:186,cs:Steel-Druha_sance:0:shuff:192,think,think,Myslím,myslet,impf
en:Steel-Druha_sance:0:shuff:191,cs:Steel-Druha_sance:0:shuff:197,left,leave,opustil,opustit,pf
en:Steel-Druha_sance:0:shuff:192,cs:Steel-Druha_sance:0:shuff:198,trying,try,snažím,snažit,impf
en:Steel-Druha_sance:0:shuff:195,cs:Steel-Druha_sance:0:shuff:201,liked,like,líbilo,líbit,impf
en:Steel-Druha_sance:0:shuff:198,cs:Steel-Druha_sance:0:shuff:204,try,try,vyzkouším,vyzkoušet,pf
en:Steel-Druha_sance:0:shuff:198,cs:Steel-Druha_sance:0:shuff:204,like,like,líbit,líbit,impf
en:Steel-Druha_sance:0:shuff:199,cs:Steel-Druha_sance:0:shuff:205,sounds,sound,zní,znít,impf
en:Steel-Druha_sance:0:shuff:200,cs:Steel-Druha_sance:0:shuff:206,hope,hope,Doufám,doufat,impf
en:Steel-Druha_sance:0:shuff:202,cs:Steel-Druha_sance:0:shuff:208,called,call,zavolala,zavolat,pf
en:Steel-Druha_sance:0:shuff:202,cs:Steel-Druha_sance:0:shuff:208,call,call,zavolala,zavolat,pf
en:Steel-Druha_sance:0:shuff:202,cs:Steel-Druha_sance:0:shuff:208,went,go,šel,jít,impf
en:Steel-Druha_sance:0:shuff:202,cs:Steel-Druha_sance:0:shuff:208,called,call,telefonovat,telefonovat,impf
en:Steel-Druha_sance:0:shuff:202,cs:Steel-Druha_sance:0:shuff:208,call,call,telefonovat,telefonovat,impf
en:Steel-Druha_sance:0:shuff:208,cs:Steel-Druha_sance:0:shuff:214,wants,want,Chce,chtít,impf
en:Steel-Druha_sance:0:shuff:208,cs:Steel-Druha_sance:0:shuff:214,feel,feel,cítily,cítit,impf
en:Steel-Druha_sance:0:shuff:209,cs:Steel-Druha_sance:0:shuff:215,want,want,Nechce,chtít,impf
en:Steel-Druha_sance:0:shuff:209,cs:Steel-Druha_sance:0:shuff:215,lose,lose,ztratit,ztratit,pf
en:Steel-Druha_sance:0:shuff:211,cs:Steel-Druha_sance:0:shuff:217,want,want,chtějí,chtít,impf
en:Steel-Druha_sance:0:shuff:212,cs:Steel-Druha_sance:0:shuff:218,want,want,Chtějí,chtít,impf
en:Steel-Druha_sance:0:shuff:212,cs:Steel-Druha_sance:0:shuff:218,meet,meet,setkat,setkat,pf
en:Steel-Druha_sance:0:shuff:214,cs:Steel-Druha_sance:0:shuff:220,flying,fly,neletí,letět,impf
en:Steel-Druha_sance:0:shuff:214,cs:Steel-Druha_sance:0:shuff:220,argue,argue,přít,přít,impf
en:Steel-Druha_sance:0:shuff:215,cs:Steel-Druha_sance:0:shuff:221,mentioned,mention,zmínila,zmínit,pf
en:Steel-Druha_sance:0:shuff:216,cs:Steel-Druha_sance:0:shuff:222,sat,sit,Seděli,sedět,impf
en:Steel-Druha_sance:0:shuff:217,cs:Steel-Druha_sance:0:shuff:223,meaning,mean,chtěl,chtít,impf
en:Steel-Druha_sance:0:shuff:217,cs:Steel-Druha_sance:0:shuff:223,suggest,suggest,navrhnout,navrhnout,pf
en:Steel-Druha_sance:0:shuff:217,cs:Steel-Druha_sance:0:shuff:223,waiting,wait,čekal,čekat,impf
en:Steel-Druha_sance:0:shuff:218,cs:Steel-Druha_sance:0:shuff:224,lit,light,zapálila,zapálit,pf
en:Steel-Druha_sance:0:shuff:219,cs:Steel-Druha_sance:0:shuff:225,Remember,remember,Pamatuješ,pamatovat,impf
en:Steel-Druha_sance:0:shuff:222,cs:Steel-Druha_sance:0:shuff:228,want,want,Nechci,chtít,impf
en:Steel-Druha_sance:0:shuff:223,cs:Steel-Druha_sance:0:shuff:229,turn,turn,neobrátí,obrátit,pf
en:Steel-Druha_sance:0:shuff:228,cs:Steel-Druha_sance:0:shuff:235,waited,wait,počkala,počkat,pf
en:Steel-Druha_sance:0:shuff:228,cs:Steel-Druha_sance:0:shuff:235,living,live,bydlím,bydlet,impf
en:Steel-Druha_sance:0:shuff:230,cs:Steel-Druha_sance:0:shuff:237,missed,miss,chyběl,chybět,impf
en:Steel-Druha_sance:0:shuff:231,cs:Steel-Druha_sance:0:shuff:238,like,like,Chtěl,chtít,impf
en:Steel-Druha_sance:0:shuff:231,cs:Steel-Druha_sance:0:shuff:238,come,come,přijít,přijít,pf
en:Steel-Druha_sance:0:shuff:232,cs:Steel-Druha_sance:0:shuff:239,wear,wear,mít,mít,impf
en:Steel-Druha_sance:0:shuff:232,cs:Steel-Druha_sance:0:shuff:239,wear,wear,mít,mít,impf
en:Steel-Druha_sance:0:shuff:233,cs:Steel-Druha_sance:0:shuff:240,imagine,imagine,představit,představit,pf
en:Steel-Druha_sance:0:shuff:234,cs:Steel-Druha_sance:0:shuff:241,sounds,sound,zní,znít,impf
en:Steel-Druha_sance:0:shuff:238,cs:Steel-Druha_sance:0:shuff:245,seeing,see,setkávám,setkávat,impf
en:Steel-Druha_sance:0:shuff:241,cs:Steel-Druha_sance:0:shuff:248,got,get,onemocněla,onemocnět,pf
en:Steel-Druha_sance:0:shuff:241,cs:Steel-Druha_sance:0:shuff:248,moved,move,přestěhovali,přestěhovat,pf
en:Steel-Druha_sance:0:shuff:243,cs:Steel-Druha_sance:0:shuff:250,spent,spend,strávila,strávit,pf
en:Steel-Druha_sance:0:shuff:244,cs:Steel-Druha_sance:0:shuff:251,spend,spend,utrácím,utrácet,impf
en:Steel-Druha_sance:0:shuff:244,cs:Steel-Druha_sance:0:shuff:251,like,like,líbí,líbit,impf
en:Steel-Druha_sance:0:shuff:245,cs:Steel-Druha_sance:0:shuff:252,met,meet,nepotkala,potkat,pf
en:Steel-Druha_sance:0:shuff:245,cs:Steel-Druha_sance:0:shuff:252,thought,think,myslela,myslet,impf
en:Steel-Druha_sance:0:shuff:245,cs:Steel-Druha_sance:0:shuff:252,tolerate,tolerate,vydrží,vydržet,pf
en:Steel-Druha_sance:0:shuff:246,cs:Steel-Druha_sance:0:shuff:253,travel,travel,cestuju,cestovat,impf
en:Steel-Druha_sance:0:shuff:249,cs:Steel-Druha_sance:0:shuff:256,believe,believe,uvěřit,uvěřit,pf
en:Steel-Druha_sance:0:shuff:250,cs:Steel-Druha_sance:0:shuff:257,Come,come,Pojď,jít,impf
en:Steel-Druha_sance:0:shuff:250,cs:Steel-Druha_sance:0:shuff:257,said,say,řekl,říci,pf
en:Steel-Druha_sance:0:shuff:250,cs:Steel-Druha_sance:0:shuff:257,pulling,pull,přitáhl,přitáhnout,pf
en:Steel-Druha_sance:0:shuff:250,cs:Steel-Druha_sance:0:shuff:257,began,begin,začal,začít,pf
en:Steel-Druha_sance:0:shuff:250,cs:Steel-Druha_sance:0:shuff:257,ended,end,končila,končit,impf
en:Steel-Druha_sance:0:shuff:252,cs:Steel-Druha_sance:0:shuff:259,find,find,stihla,stihnout,pf
en:Steel-Druha_sance:0:shuff:252,cs:Steel-Druha_sance:0:shuff:259,got,get,poslat,poslat,pf
en:Steel-Druha_sance:0:shuff:252,cs:Steel-Druha_sance:0:shuff:259,sent,send,poslat,poslat,pf
en:Steel-Druha_sance:0:shuff:252,cs:Steel-Druha_sance:0:shuff:259,managed,manage,podařilo,podařit,pf
en:Steel-Druha_sance:0:shuff:253,cs:Steel-Druha_sance:0:shuff:260,promised,promise,slíbil,slíbit,pf
en:Steel-Druha_sance:0:shuff:253,cs:Steel-Druha_sance:0:shuff:260,departed,depart,odjížděli,odjíždět,impf
en:Steel-Druha_sance:0:shuff:254,cs:Steel-Druha_sance:0:shuff:261,lasted,last,trvalo,trvat,impf
en:Steel-Druha_sance:0:shuff:254,cs:Steel-Druha_sance:0:shuff:261,thrown,throw,vyhodili,vyhodit,pf
en:Steel-Druha_sance:0:shuff:254,cs:Steel-Druha_sance:0:shuff:261,bringing,bring,přivedl,přivést,pf
en:Steel-Druha_sance:0:shuff:255,cs:Steel-Druha_sance:0:shuff:262,meant,mean,znamenalo,znamenat,impf
en:Steel-Druha_sance:0:shuff:259,cs:Steel-Druha_sance:0:shuff:266,hope,hope,Doufám,doufat,impf
en:Steel-Druha_sance:0:shuff:259,cs:Steel-Druha_sance:0:shuff:266,got,get,přišel,přijít,pf
en:Steel-Druha_sance:0:shuff:260,cs:Steel-Druha_sance:0:shuff:267,said,say,říkal,říkat,impf
en:Steel-Druha_sance:0:shuff:261,cs:Steel-Druha_sance:0:shuff:268,thought,think,Myslela,myslet,impf
en:Steel-Druha_sance:0:shuff:261,cs:Steel-Druha_sance:0:shuff:268,thought,think,Myslela,myslet,impf
en:Steel-Druha_sance:0:shuff:261,cs:Steel-Druha_sance:0:shuff:268,did,do,zavinila,zavinit,pf
en:Steel-Druha_sance:0:shuff:261,cs:Steel-Druha_sance:0:shuff:268,did,do,nedělala,dělat,impf
en:Steel-Druha_sance:0:shuff:261,cs:Steel-Druha_sance:0:shuff:268,make,make,nedělala,dělat,impf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,offered,offer,nabídli,nabídnout,pf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,wanted,want,chtít,chtít,impf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,want,want,chtít,chtít,impf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,move,move,stěhovala,stěhovat,impf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,wanted,want,nechtěl,chtít,impf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,want,want,nechtěl,chtít,impf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,leave,leave,opustit,opustit,pf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,leave,leave,opustit,opustit,pf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,leave,leave,odejít,odejít,pf
en:Steel-Druha_sance:0:shuff:264,cs:Steel-Druha_sance:0:shuff:272,leave,leave,odejít,odejít,pf
en:Steel-Druha_sance:0:shuff:265,cs:Steel-Druha_sance:0:shuff:273,got,get,získal,získat,pf
en:Steel-Druha_sance:0:shuff:266,cs:Steel-Druha_sance:0:shuff:274,came,come,přišla,přijít,pf
en:Steel-Druha_sance:0:shuff:267,cs:Steel-Druha_sance:0:shuff:275,move,move,přestěhovat,přestěhovat,pf
en:Steel-Druha_sance:0:shuff:269,cs:Steel-Druha_sance:0:shuff:277,hates,hate,Nenávidí,nenávidět,impf
en:Steel-Druha_sance:0:shuff:270,cs:Steel-Druha_sance:0:shuff:278,thinks,think,Myslí,myslet,impf
en:Steel-Druha_sance:0:shuff:271,cs:Steel-Druha_sance:0:shuff:279,like,like,Chcete,chtít,impf
en:Steel-Druha_sance:0:shuff:272,cs:Steel-Druha_sance:0:shuff:280,asked,ask,zeptal,zeptat,pf
en:Steel-Druha_sance:0:shuff:279,cs:Steel-Druha_sance:0:shuff:287,made,make,připravil,připravit,pf
en:Steel-Druha_sance:0:shuff:280,cs:Steel-Druha_sance:0:shuff:288,tasted,taste,ochutnala,ochutnat,pf
en:Steel-Druha_sance:0:shuff:281,cs:Steel-Druha_sance:0:shuff:289,wearing,wear,měl,mít,impf
en:Steel-Druha_sance:0:shuff:282,cs:Steel-Druha_sance:0:shuff:290,thought,think,nemá,mít,impf
en:Steel-Druha_sance:0:shuff:282,cs:Steel-Druha_sance:0:shuff:290,wearing,wear,nemá,mít,impf
en:Steel-Druha_sance:0:shuff:283,cs:Steel-Druha_sance:0:shuff:291,speak,speak,mluvit,mluvit,impf
