en:Topol-KockaNaKolejich:0:shuff:1,cs:Topol-KockaNaKolejich:0:shuff:1,drink,drink,pít,pít,impf
en:Topol-KockaNaKolejich:0:shuff:591,cs:Topol-KockaNaKolejich:0:shuff:703,remains,remain,zůstane,zůstat,pf
en:Topol-KockaNaKolejich:0:shuff:591,cs:Topol-KockaNaKolejich:0:shuff:703,watching,watch,dívá,dívat,impf
en:Topol-KockaNaKolejich:0:shuff:605,cs:Topol-KockaNaKolejich:0:shuff:719,saw,see,viděla,vidět,impf
en:Topol-KockaNaKolejich:0:shuff:608,cs:Topol-KockaNaKolejich:0:shuff:722,gets,get,přijde,přijít,pf
en:Topol-KockaNaKolejich:0:shuff:608,cs:Topol-KockaNaKolejich:0:shuff:722,got,get,přijde,přijít,pf
en:Topol-KockaNaKolejich:0:shuff:608,cs:Topol-KockaNaKolejich:0:shuff:722,get,get,přijde,přijít,pf
en:Topol-KockaNaKolejich:0:shuff:610,cs:Topol-KockaNaKolejich:0:shuff:724,catches,catch,chytí,chytit,pf
en:Topol-KockaNaKolejich:0:shuff:613,cs:Topol-KockaNaKolejich:0:shuff:727,mean,mean,myslela,myslet,impf
en:Topol-KockaNaKolejich:0:shuff:646,cs:Topol-KockaNaKolejich:0:shuff:765,Sits,sit,Sedne,sednout,pf
en:Topol-KockaNaKolejich:0:shuff:649,cs:Topol-KockaNaKolejich:0:shuff:769,done,do,proved,provést,pf
en:Topol-KockaNaKolejich:0:shuff:651,cs:Topol-KockaNaKolejich:0:shuff:771,remember,remember,pamatuješ,pamatovat,impf
en:Topol-KockaNaKolejich:0:shuff:656,cs:Topol-KockaNaKolejich:0:shuff:778,looks,look,dívá,dívat,impf
en:Topol-KockaNaKolejich:0:shuff:656,cs:Topol-KockaNaKolejich:0:shuff:778,lifted,lift,zvedlo,zvednout,pf
en:Topol-KockaNaKolejich:0:shuff:661,cs:Topol-KockaNaKolejich:0:shuff:783,say,say,říct,říci,pf
en:Topol-KockaNaKolejich:0:shuff:669,cs:Topol-KockaNaKolejich:0:shuff:794,concentrate,concentrate,nesoustředím,soustředit,pf
en:Topol-KockaNaKolejich:0:shuff:670,cs:Topol-KockaNaKolejich:0:shuff:795,create,create,stvořit,stvořit,pf
en:Topol-KockaNaKolejich:0:shuff:675,cs:Topol-KockaNaKolejich:0:shuff:801,covers,cover,přikryje,přikrýt,pf
en:Topol-KockaNaKolejich:0:shuff:676,cs:Topol-KockaNaKolejich:0:shuff:802,see,see,vidíš,vidět,impf
en:Topol-KockaNaKolejich:0:shuff:698,cs:Topol-KockaNaKolejich:0:shuff:827,sing,sing,zpívá,zpívat,impf
en:Topol-KockaNaKolejich:0:shuff:701,cs:Topol-KockaNaKolejich:0:shuff:831,done,do,udělala,udělat,pf
en:Topol-KockaNaKolejich:0:shuff:703,cs:Topol-KockaNaKolejich:0:shuff:833,feeling,feel,ucítí,ucítit,pf
en:Topol-KockaNaKolejich:0:shuff:707,cs:Topol-KockaNaKolejich:0:shuff:839,die,die,umře,umřít,pf
en:Topol-KockaNaKolejich:0:shuff:716,cs:Topol-KockaNaKolejich:0:shuff:859,protect,protect,Kryje,krýt,impf
en:Topol-KockaNaKolejich:0:shuff:716,cs:Topol-KockaNaKolejich:0:shuff:859,slips,slip,sklouzne,sklouznout,pf
en:Topol-KockaNaKolejich:0:shuff:716,cs:Topol-KockaNaKolejich:0:shuff:859,sits,sit,posadí,posadit,pf
en:Topol-KockaNaKolejich:0:shuff:722,cs:Topol-KockaNaKolejich:0:shuff:864,give,give,dal,dát,pf
en:Topol-KockaNaKolejich:0:shuff:729,cs:Topol-KockaNaKolejich:0:shuff:872,taking,take,chytí,chytit,pf
en:Topol-KockaNaKolejich:0:shuff:731,cs:Topol-KockaNaKolejich:0:shuff:874,help,help,pomohlo,pomoci,pf
en:Topol-KockaNaKolejich:0:shuff:734,cs:Topol-KockaNaKolejich:0:shuff:878,help,help,pomáhat,pomáhat,impf
en:Topol-KockaNaKolejich:0:shuff:743,cs:Topol-KockaNaKolejich:0:shuff:881,sits,sit,sedne,sednout,pf
en:Topol-KockaNaKolejich:0:shuff:752,cs:Topol-KockaNaKolejich:0:shuff:892,saying,say,neříkám,říkat,impf
en:Topol-KockaNaKolejich:0:shuff:754,cs:Topol-KockaNaKolejich:0:shuff:895,want,want,nechtěl,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:756,cs:Topol-KockaNaKolejich:0:shuff:898,lying,lie,Ležels,ležet,impf
en:Topol-KockaNaKolejich:0:shuff:765,cs:Topol-KockaNaKolejich:0:shuff:909,crushing,crush,drtí,drtit,impf
en:Topol-KockaNaKolejich:0:shuff:765,cs:Topol-KockaNaKolejich:0:shuff:909,return,return,obrátí,obrátit,pf
en:Topol-KockaNaKolejich:0:shuff:766,cs:Topol-KockaNaKolejich:0:shuff:910,want,want,nechci,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:770,cs:Topol-KockaNaKolejich:0:shuff:914,Leave,leave,nech,nechat,pf
en:Topol-KockaNaKolejich:0:shuff:772,cs:Topol-KockaNaKolejich:0:shuff:916,approaches,approach,přiblíží,přiblížit,pf
en:Topol-KockaNaKolejich:0:shuff:774,cs:Topol-KockaNaKolejich:0:shuff:918,puts,put,položí,položit,pf
en:Topol-KockaNaKolejich:0:shuff:784,cs:Topol-KockaNaKolejich:0:shuff:928,see,see,vidím,vidět,impf
en:Topol-KockaNaKolejich:0:shuff:787,cs:Topol-KockaNaKolejich:0:shuff:932,do,do,provést,provést,pf
en:Topol-KockaNaKolejich:0:shuff:788,cs:Topol-KockaNaKolejich:0:shuff:933,calling,call,volá,volat,impf
en:Topol-KockaNaKolejich:0:shuff:794,cs:Topol-KockaNaKolejich:0:shuff:941,lifts,lift,Zvedne,zvednout,pf
en:Topol-KockaNaKolejich:0:shuff:800,cs:Topol-KockaNaKolejich:0:shuff:948,gone,go,Odejdou,odejít,pf
en:Topol-KockaNaKolejich:0:shuff:802,cs:Topol-KockaNaKolejich:0:shuff:951,calling,call,volá,volat,impf
en:Topol-KockaNaKolejich:0:shuff:809,cs:Topol-KockaNaKolejich:0:shuff:960,say,say,řekne,říci,pf
en:Topol-KockaNaKolejich:0:shuff:821,cs:Topol-KockaNaKolejich:0:shuff:977,want,want,chtěl,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:827,cs:Topol-KockaNaKolejich:0:shuff:983,admit,admit,přiznat,přiznat,pf
en:Topol-KockaNaKolejich:0:shuff:828,cs:Topol-KockaNaKolejich:0:shuff:984,forcing,force,nutí,nutit,impf
en:Topol-KockaNaKolejich:0:shuff:828,cs:Topol-KockaNaKolejich:0:shuff:984,forcing,force,nutí,nutit,impf
en:Topol-KockaNaKolejich:0:shuff:828,cs:Topol-KockaNaKolejich:0:shuff:984,forcing,force,nutí,nutit,impf
en:Topol-KockaNaKolejich:0:shuff:828,cs:Topol-KockaNaKolejich:0:shuff:984,forcing,force,nutí,nutit,impf
en:Topol-KockaNaKolejich:0:shuff:829,cs:Topol-KockaNaKolejich:0:shuff:985,lean,lean,opře,opřít,pf
en:Topol-KockaNaKolejich:0:shuff:832,cs:Topol-KockaNaKolejich:0:shuff:989,stand,stand,mám,mít,impf
en:Topol-KockaNaKolejich:0:shuff:832,cs:Topol-KockaNaKolejich:0:shuff:989,stand,stand,nevydržím,vydržet,pf
en:Topol-KockaNaKolejich:0:shuff:833,cs:Topol-KockaNaKolejich:0:shuff:990,concentrated,concentrate,soustředil,soustředit,pf
en:Topol-KockaNaKolejich:0:shuff:833,cs:Topol-KockaNaKolejich:0:shuff:990,mean,mean,chtěl,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:833,cs:Topol-KockaNaKolejich:0:shuff:990,want,want,chtěl,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:837,cs:Topol-KockaNaKolejich:0:shuff:995,rises,rise,Zvedá,zvedat,impf
en:Topol-KockaNaKolejich:0:shuff:837,cs:Topol-KockaNaKolejich:0:shuff:995,go,go,jdu,jít,impf
en:Topol-KockaNaKolejich:0:shuff:837,cs:Topol-KockaNaKolejich:0:shuff:995,concentrate,concentrate,soustředit,soustředit,pf
en:Topol-KockaNaKolejich:0:shuff:838,cs:Topol-KockaNaKolejich:0:shuff:996,Go,go,Jdi,jít,impf
en:Topol-KockaNaKolejich:0:shuff:849,cs:Topol-KockaNaKolejich:0:shuff:1008,do,do,jde,jít,impf
en:Topol-KockaNaKolejich:0:shuff:850,cs:Topol-KockaNaKolejich:0:shuff:1009,jump,jump,skáčou,skákat,impf
en:Topol-KockaNaKolejich:0:shuff:852,cs:Topol-KockaNaKolejich:0:shuff:1012,want,want,chci,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:852,cs:Topol-KockaNaKolejich:0:shuff:1012,doing,do,dělám,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:859,cs:Topol-KockaNaKolejich:0:shuff:1022,throws,throw,Zahodí,zahodit,pf
en:Topol-KockaNaKolejich:0:shuff:861,cs:Topol-KockaNaKolejich:0:shuff:1024,held,hold,držela,držet,impf
en:Topol-KockaNaKolejich:0:shuff:877,cs:Topol-KockaNaKolejich:0:shuff:1046,remember,remember,vzpomenout,vzpomenout,pf
en:Topol-KockaNaKolejich:0:shuff:881,cs:Topol-KockaNaKolejich:0:shuff:1051,puts,put,položí,položit,pf
en:Topol-KockaNaKolejich:0:shuff:882,cs:Topol-KockaNaKolejich:0:shuff:1053,lying,lie,ležet,ležet,impf
en:Topol-KockaNaKolejich:0:shuff:885,cs:Topol-KockaNaKolejich:0:shuff:1056,step,step,Nešlapej,šlapat,impf
en:Topol-KockaNaKolejich:0:shuff:897,cs:Topol-KockaNaKolejich:0:shuff:1070,kisses,kiss,políbí,políbit,pf
en:Topol-KockaNaKolejich:0:shuff:909,cs:Topol-KockaNaKolejich:0:shuff:1083,Rises,rise,zvedne,zvednout,pf
en:Topol-KockaNaKolejich:0:shuff:909,cs:Topol-KockaNaKolejich:0:shuff:1083,walks,walk,jde,jít,impf
en:Topol-KockaNaKolejich:0:shuff:914,cs:Topol-KockaNaKolejich:0:shuff:1089,remind,remind,připomínáme,připomínat,impf
en:Topol-KockaNaKolejich:0:shuff:922,cs:Topol-KockaNaKolejich:0:shuff:1099,mean,mean,myslíš,myslet,impf
en:Topol-KockaNaKolejich:0:shuff:931,cs:Topol-KockaNaKolejich:0:shuff:1110,see,see,uvidíš,uvidět,pf
en:Topol-KockaNaKolejich:0:shuff:932,cs:Topol-KockaNaKolejich:0:shuff:1111,Seen,see,neviděl,vidět,impf
en:Topol-KockaNaKolejich:0:shuff:934,cs:Topol-KockaNaKolejich:0:shuff:1113,Seen,see,viděl,vidět,impf
en:Topol-KockaNaKolejich:0:shuff:939,cs:Topol-KockaNaKolejich:0:shuff:1119,do,do,provedla,provést,pf
en:Topol-KockaNaKolejich:0:shuff:954,cs:Topol-KockaNaKolejich:0:shuff:1137,Looks,look,Podívá,podívat,pf
en:Topol-KockaNaKolejich:0:shuff:962,cs:Topol-KockaNaKolejich:0:shuff:1147,chasing,chase,honit,honit,impf
en:Topol-KockaNaKolejich:0:shuff:983,cs:Topol-KockaNaKolejich:0:shuff:1182,counting,count,počítá,počítat,impf
en:Topol-KockaNaKolejich:0:shuff:996,cs:Topol-KockaNaKolejich:0:shuff:1199,turns,turn,obrátí,obrátit,pf
en:Topol-KockaNaKolejich:0:shuff:997,cs:Topol-KockaNaKolejich:0:shuff:1200,tell,tell,říkala,říkat,impf
en:Topol-KockaNaKolejich:0:shuff:998,cs:Topol-KockaNaKolejich:0:shuff:1201,kept,keep,Měla,mít,impf
en:Topol-KockaNaKolejich:0:shuff:998,cs:Topol-KockaNaKolejich:0:shuff:1201,thought,think,Měla,mít,impf
en:Topol-KockaNaKolejich:0:shuff:998,cs:Topol-KockaNaKolejich:0:shuff:1201,thought,think,myslela,myslet,impf
en:Topol-KockaNaKolejich:0:shuff:998,cs:Topol-KockaNaKolejich:0:shuff:1201,waited,wait,čekala,čekat,impf
en:Topol-KockaNaKolejich:0:shuff:998,cs:Topol-KockaNaKolejich:0:shuff:1201,found,find,zjistila,zjistit,pf
en:Topol-KockaNaKolejich:0:shuff:1000,cs:Topol-KockaNaKolejich:0:shuff:1203,pray,pray,prosím,prosit,impf
en:Topol-KockaNaKolejich:0:shuff:1000,cs:Topol-KockaNaKolejich:0:shuff:1203,find,find,zjistila,zjistit,pf
en:Topol-KockaNaKolejich:0:shuff:1011,cs:Topol-KockaNaKolejich:0:shuff:1216,ask,ask,ptát,ptát,impf
en:Topol-KockaNaKolejich:0:shuff:1011,cs:Topol-KockaNaKolejich:0:shuff:1216,going,go,nejde,jít,impf
en:Topol-KockaNaKolejich:0:shuff:1032,cs:Topol-KockaNaKolejich:0:shuff:1239,Does,do,jít,jít,impf
en:Topol-KockaNaKolejich:0:shuff:1032,cs:Topol-KockaNaKolejich:0:shuff:1239,go,go,jít,jít,impf
en:Topol-KockaNaKolejich:0:shuff:1034,cs:Topol-KockaNaKolejich:0:shuff:1242,marry,marry,neberu,brát,impf
